,travel time,distance,hour of day,1st ranked,2nd ranked,3rd ranked,4d ranked,5th ranked,6th ranked,1st dist,2nd dist,3rd dist,4rd dist,5th dist,6th dist
47,1002,19934.395,0,primary,tertiary,residential,primary_link,nan,nan,0.8765230146187033,0.058622897760378476,0.03459026471583411,0.030263822905084406,,
48,803,11628.746,12,primary,tertiary,primary_link,unclassified,residential,service,0.8226064960056746,0.12189181877392456,0.03308164096111481,0.008816083866652518,0.006977192553694097,0.006626767838939815
49,880,11477.725000000004,14,primary,unclassified,tertiary,residential,primary_link,service,0.7911532991076193,0.07128250589729233,0.04616899254861044,0.041424498321749284,0.03351692081836774,0.016453783306360794
50,1307,12075.557,19,primary,tertiary,service,primary_link,unclassified,residential,0.7921690071936228,0.08375746145705742,0.07700704820489852,0.03185757808107733,0.008489877526974532,0.006719027536369544
51,681,11431.838999999998,0,primary,tertiary,primary_link,service,unclassified,nan,0.8052968555627842,0.12078222935085076,0.03365145362876437,0.031301525502589744,0.008967935955011264,
52,782,11284.971,17,primary,tertiary,primary_link,service,unclassified,residential,0.8476656253702383,0.0896252192407052,0.034089409711376306,0.012345357378410632,0.009084648954791288,0.0071897393444786
53,1094,21187.506999999998,3,primary,residential,tertiary,primary_link,nan,nan,0.8246820166242308,0.09651144894017027,0.050332632338481356,0.028473902097117896,,
54,1589,19983.255000000005,18,primary,tertiary,residential,primary_link,nan,nan,0.874379874549967,0.05847956201329561,0.03695073700455706,0.03018982643218034,,
55,778,11111.485,20,primary,tertiary,primary_link,unclassified,nan,nan,0.8651272984664069,0.09102455702365617,0.034621654981309875,0.009226489528627362,,
56,997,11324.349,16,primary,tertiary,primary_link,unclassified,residential,service,0.8447180495761835,0.09980132191263268,0.033970871084951546,0.009053059032355855,0.007164738564662747,0.005291959829214024
57,841,11722.301999999998,18,primary,unclassified,tertiary,service,primary_link,residential,0.7525613996295271,0.06979525011384284,0.06968443570213428,0.0466364029863759,0.03281761551613327,0.028504896051987062
58,1201,20162.072999999997,23,primary,residential,tertiary,primary_link,nan,nan,0.8666249745251894,0.05850653352956317,0.04494641994402064,0.029922072001227262,,
59,1175,21369.014,0,primary,residential,tertiary,primary_link,nan,nan,0.8176772217941364,0.09569168703806362,0.05839904452306504,0.028232046644735227,,
60,718,11384.947,18,primary,tertiary,primary_link,residential,unclassified,nan,0.8402219175899548,0.09254895960429155,0.03379005629099547,0.024434193676966615,0.009004872837791866,
61,1706,19988.315000000002,4,primary,tertiary,residential,primary_link,nan,nan,0.8784965115868948,0.05846475803488187,0.03781189159766593,0.025226838780557537,,
62,633,10203.194,0,primary,tertiary,unclassified,residential,nan,nan,0.794174255630149,0.10075237224735707,0.054674742046461146,0.05039863007603307,,
63,639,11077.059000000001,19,primary,tertiary,service,primary_link,unclassified,residential,0.8310891907319443,0.07834083035939413,0.039260872403044884,0.034729254398663034,0.009255164209200292,0.007324687897753366
