,travel time,distance,hour of day,1st ranked,2nd ranked,3rd ranked,4d ranked,5th ranked,6th ranked,1st dist,2nd dist,3rd dist,4rd dist,5th dist,6th dist
4504,1099,15592.347999999998,10,primary,residential,unclassified,tertiary,nan,nan,0.890843187953476,0.06633843728988091,0.03577761348066373,0.007040761275979732,,
4505,553,2842.8599999999997,17,residential,primary,unclassified,service,nan,nan,0.7185591270762541,0.15828813237373632,0.07014872346861964,0.053004017081389874,,
4506,1009,13361.747000000001,19,primary,tertiary,unclassified,residential,service,nan,0.6422169196887205,0.2927463003153704,0.037958434626849315,0.021105623388917628,0.005972721980142266,
4507,445,3657.331,0,residential,unclassified,service,nan,nan,nan,0.7277120938739204,0.2633589904769352,0.008928915649144144,,,
4508,611,6578.496999999999,9,tertiary,residential,unclassified,primary,nan,nan,0.7461856408842324,0.08687075482439226,0.08480006907352852,0.08214353521784688,,
4509,483,9829.500999999998,17,primary,tertiary,residential,unclassified,nan,nan,0.8243667710090271,0.10719414953007282,0.058035499462281974,0.010403579998618446,,
4510,300,4067.1140000000005,8,primary,unclassified,service,nan,nan,nan,0.950648789288916,0.043058050499690935,0.006293160211393139,,,
4511,500,2788.009,10,residential,primary,unclassified,nan,nan,nan,0.7642851942013099,0.16140227667844687,0.07431252912024315,,,
4512,699,7336.011000000002,11,primary,tertiary,residential,unclassified,primary_link,service,0.31306019034049964,0.3032141036865946,0.22145291221618935,0.11189977768572044,0.026041536742515782,0.024331479328479733
4513,192,1861.2120000000002,19,service,unclassified,primary,residential,nan,nan,0.41536805049612824,0.2725057650606164,0.20771518773788258,0.10441099670537263,,
4514,484,5498.671,6,primary,unclassified,living_street,residential,nan,nan,0.8439848465201866,0.09223883371090942,0.033850906882772216,0.02992541288613194,,
4515,466,6149.789,15,residential,primary,unclassified,primary_link,nan,nan,0.6895664225227893,0.17636296139591132,0.10867689932126127,0.025393716760038435,,
4516,655,5858.295,2,secondary,unclassified,primary,secondary_link,nan,nan,0.7508444009733207,0.09522514656568166,0.09460739003413109,0.059323062426866524,,
4517,365,2343.815,5,residential,unclassified,primary,nan,nan,nan,0.5699967787560027,0.23801238578983414,0.1919908354541634,,,
4518,374,5161.247,13,primary,unclassified,residential,service,nan,nan,0.8682058812531158,0.09826908109609946,0.03188183010811147,0.0016432075426733113,,
4519,300,5459.433999999999,16,primary,nan,nan,nan,nan,nan,1.0000000000000004,,,,,
4520,427,3334.2020000000007,4,unclassified,primary,residential,primary_link,nan,nan,0.5527319580517316,0.3252937284543647,0.07513671937093191,0.046837594122971546,,
4521,173,1938.9499999999998,16,unclassified,residential,nan,nan,nan,nan,0.5147089919801955,0.4852910080198047,,,,
