,travel time,distance,hour of day,living_street,motorway,motorway_link,primary,primary_link,residential,road,secondary,secondary_link,service,tertiary,track,trunk,trunk_link,unclassified,others
6196,851,11546.072,21,0.0,0.0,0.0,9778.257000000001,0.0,212.75400000000002,0.0,0.0,0.0,0.0,1555.061,0.0,0.0,0.0,0.0,0.0
6197,626,12291.133999999998,20,0.0,0.0,0.0,3097.584,0.0,708.65,0.0,7443.3470000000025,0.0,0.0,1041.553,0.0,0.0,0.0,0.0,0.0
6198,758,10838.481999999998,19,0.0,0.0,0.0,5290.462000000001,534.346,634.388,0.0,0.0,0.0,0.0,3800.5560000000005,0.0,0.0,0.0,578.7300000000001,0.0
6199,586,4133.068,2,0.0,0.0,0.0,0.0,0.0,1316.3210000000001,0.0,0.0,0.0,278.158,0.0,0.0,0.0,0.0,2538.5890000000004,0.0
6200,593,6665.496000000001,10,0.0,0.0,0.0,2200.7300000000005,363.241,0.0,0.0,3050.294,0.0,0.0,1051.231,0.0,0.0,0.0,0.0,0.0
6201,768,4605.057,13,0.0,0.0,0.0,2338.434,152.983,701.8939999999999,0.0,0.0,0.0,833.016,0.0,0.0,0.0,0.0,578.7300000000001,0.0
6202,486,4232.921,17,0.0,0.0,0.0,1112.595,355.252,602.4480000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162.626,0.0
6203,389,7687.165000000001,14,0.0,0.0,0.0,6707.907000000001,0.0,0.0,0.0,0.0,0.0,0.0,979.2579999999999,0.0,0.0,0.0,0.0,0.0
6204,622,6187.879000000001,19,0.0,0.0,0.0,4660.831000000001,534.346,413.97200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.7300000000001,0.0
6205,670,9659.997,17,0.0,0.0,0.0,5290.462000000001,534.346,732.2819999999999,0.0,0.0,0.0,0.0,2524.1769999999997,0.0,0.0,0.0,578.7300000000001,0.0
6206,746,10843.005,6,0.0,0.0,0.0,9778.257000000001,0.0,0.0,0.0,0.0,0.0,0.0,1064.748,0.0,0.0,0.0,0.0,0.0
