move,vehicle,hour,mean_speed
sp_sps,111IZ,17,5.277777778
sp_sps,111IZ,15,15.13597514
sp_sps,111IZ,14,17.95073375
sp_sps,111IZ,6,21.72222222
sp_sps,111IZ,16,17.3126615
sp_sps,111IZ,19,17.06349206
sp_sps,111IZ,18,16.21936275
sp_sps,111IZ,17,18.75816993
sp_sps,111IZ,20,15.82222222
sp_sps,111IZ,14,20.49768519
sp_sps,111IZ,4,16.92592593
sp_sps,111IZ,16,13.61111111
sp_sps,111IZ,5,16.00040258
sp_sps,111IZ,5,15.23533951
sp_sps,111IZ,7,18.49175347
sp_sps,111IZ,9,18.08980213
sp_sps,111IZ,17,23.4508547
sp_sps,111IZ,2,17.6984127
sp_sps,111IZ,18,16.8902439
sp_sps,111IZ,21,17.33001658
sp_sps,111IZ,22,20.37037037
sp_sps,111IZ,13,15.66840278
sp_sps,111IZ,18,11.85416667
sp_sps,111IZ,21,14.22394044
sp_sps,111IZ,1,16.60947712
sp_sps,111IZ,17,17.13031046
sp_sps,111IZ,13,17.73865415
sp_sps,111IZ,11,22.49287749
sp_sps,111IZ,17,18.50694444
sp_sps,111IZ,8,17.94132918
sp_sps,111IZ,10,18.17395264
sp_sps,111IZ,20,18.55950213
sp_sps,111IZ,14,18.89756944
sp_sps,111IZ,23,18.51128472
sp_sps,111IZ,11,18.59535067
sp_sps,111IZ,15,14.25925926
sp_sps,111IZ,17,17.37617135
sp_sps,111IZ,19,17.08781362
sp_sps,111IZ,17,19.0072601
sp_sps,111IZ,18,12.08888889
sp_sps,111IZ,18,15.74137931
sp_sps,111IZ,0,16.92850638
sp_sps,111IZ,12,14.49346405
sp_sps,111IZ,6,9.375
sp_sps,111IZ,18,14.57070707
sp_sps,111IZ,0,16.91097724
sp_sps,111IZ,22,17.24954463
sp_sps,111IZ,11,22.35185185
sp_sps,111IZ,18,18.92676768
sp_sps,111IZ,16,17.24206349
sp_sps,111IZ,20,14.96732026
sp_sps,111IZ,21,13.95833333
sp_sps,111IZ,18,19.53703704
sp_sps,111IZ,23,10.35714286
sp_sps,111IZ,22,12.0952381
sp_sps,111IZ,6,13.60540335
sp_sps,111IZ,16,21.96623094
sp_sps,111IZ,5,16.31064163
sp_sps,111IZ,5,16.45640432
sp_sps,111IZ,19,20.09259259
sp_sps,111IZ,12,16.86609687
sp_sps,111IZ,18,15.61631944
sp_sps,111IZ,14,21.93181818
sp_sps,111IZ,19,18.29805996
sp_sps,111IZ,7,16.52298851
sp_sps,111IZ,11,16.25243665
sp_sps,111IZ,5,17.21417069
sp_sps,111IZ,16,14.53502415
sp_sps,111IZ,19,16.93836172
sp_sps,111IZ,15,15.54183813
sp_sps,125KK,7,10.87777778
sp_sps,125KK,9,16.47222222
sp_sps,125KK,0,7.100694444
sp_sps,125KK,2,12.39583333
sp_sps,125KK,4,5.416666667
sp_sps,125KK,9,18.75578704
sp_sps,125KK,14,19.68002813
sp_sps,125KK,17,12.07885305
sp_sps,125KK,21,15.34722222
sp_sps,125KK,19,17.056804
sp_sps,125KK,2,14.72222222
sp_sps,125KK,8,8.18627451
sp_sps,125KK,10,17.52222222
sp_sps,125KK,0,10.20042194
sp_sps,125KK,8,23.05952381
sp_sps,125KK,14,18.50529101
sp_sps,125KK,7,15.10536398
sp_sps,125KK,20,11.23333333
sp_sps,125KK,20,17.23856209
sp_sps,125KK,18,7.609126984
sp_sps,125KK,9,21.59306743
sp_sps,125KK,16,18.04012346
sp_sps,125KK,19,17.00329567
sp_sps,125KK,0,15.66358025
sp_sps,125KK,7,16.34259259
sp_sps,125KK,14,15.75892857
sp_sps,125KK,18,14.2979798
sp_sps,125KK,11,5.185185185
sp_sps,125KK,12,13.48611111
sp_sps,125KK,18,14.99707602
sp_sps,125KK,19,13.45461659
sp_sps,125KK,19,15.92693237
sp_sps,125KK,22,17.47106481
sp_sps,125KK,19,15.68917018
sp_sps,125KK,1,8.877777778
sp_sps,125KK,12,10.02525253
sp_sps,125KK,0,7.140522876
sp_sps,125KK,21,20.43103448
sp_sps,125KK,16,6.226851852
sp_sps,125KK,6,6.73126615
sp_sps,125KK,10,9.262295082
sp_sps,125KK,11,12.7991453
sp_sps,125KK,18,10.43333333
sp_sps,125KK,14,21.08918129
sp_sps,125KK,21,13.71572872
sp_sps,125KK,4,10.90534979
sp_sps,125KK,12,18.04156675
sp_sps,125KK,16,7.893518519
sp_sps,125KK,20,10.11111111
sp_sps,125KK,20,24.77582846
sp_sps,125KK,11,5.902777778
sp_sps,125KK,15,17.77186761
sp_sps,125KK,21,22.35404896
sp_sps,125KK,11,7.369281046
sp_sps,125KK,4,5
sp_sps,125KK,10,9.878472222
sp_sps,125KK,13,13.55263158
sp_sps,125KK,14,16.29385965
sp_sps,125KK,19,9.385964912
sp_sps,125KK,2,14.96117085
sp_sps,125KK,5,10.85585586
sp_sps,125KK,10,11.90656566
sp_sps,125KK,14,4.939613527
sp_sps,125KK,20,18.06026365
sp_sps,125KK,3,14.39814815
sp_sps,125KK,9,10.22792023
sp_sps,125KK,19,19.28763441
sp_sps,125KK,7,14.70760234
sp_sps,125KK,14,15.4212204
sp_sps,125KK,4,17.55902778
sp_sps,125KK,1,11.70498084
sp_sps,125KK,3,11.52263374
sp_sps,125KK,0,12.54985755
sp_sps,125KK,3,17.51190476
sp_sps,125KK,12,17.02205882
sp_sps,125KK,13,11.77160494
sp_sps,125KK,14,15.46296296
sp_sps,125KK,16,10.77380952
sp_sps,125KK,19,12.51493429
sp_sps,125KK,22,18.51046699
sp_sps,125KK,1,16.65484634
sp_sps,125KK,7,10.90909091
sp_sps,125KK,18,7.549603175
sp_sps,125KK,0,17.72147147
sp_sps,125KK,5,19.33806147
sp_sps,125KK,16,13.26154806
sp_sps,125KK,10,18.29812207
sp_sps,125KK,23,5.603448276
sp_sps,125KK,12,5.555555556
sp_sps,125KK,13,7.923728814
sp_sps,125KK,4,4.976851852
sp_sps,125KK,10,6.431623932
sp_sps,125KK,18,7.331649832
sp_sps,125KK,20,13.10657596
sp_sps,125KK,4,13.83950617
sp_sps,125KK,9,22.55174292
sp_sps,125KK,15,5.092592593
sp_sps,125KK,19,9.007936508
sp_sps,125KK,6,10.41666667
sp_sps,125KK,22,9.969135802
sp_sps,125KK,11,8.351851852
sp_sps,125KK,16,13.62159329
sp_sps,125KK,17,13.38888889
sp_sps,125KK,2,8.735632184
sp_sps,125KK,20,15.34567901
sp_sps,125KK,2,15.40950745
sp_sps,125KK,18,16.61938534
sp_sps,125KK,12,11.41269841
sp_sps,125KK,17,18.80555556
sp_sps,125KK,19,14.76923077
sp_sps,125KK,16,14.23611111
sp_sps,125KK,22,19.86645299
sp_sps,125KK,2,14.16666667
sp_sps,125KK,9,14.26440329
sp_sps,125KK,23,10.05555556
sp_sps,125KK,16,12.30352304
sp_sps,125KK,18,18.66987179
sp_sps,125KK,0,12.35042735
sp_sps,125KK,6,9.840277778
sp_sps,125KK,10,16.34087791
sp_sps,125KK,1,9.552469136
sp_sps,125KK,12,17.68353175
sp_sps,125KK,14,14.32017544
sp_sps,125KK,7,19.67777778
sp_sps,125KK,21,16.75135501
sp_sps,125KK,18,14.46180556
sp_sps,125KK,17,10.37262873
sp_sps,125KK,21,12.21064815
sp_sps,125KK,2,14.61538462
sp_sps,125KK,20,17.93260474
sp_sps,125KK,2,11.64351852
sp_sps,125KK,13,15.01587302
sp_sps,125KK,17,23.45138889
sp_sps,125KK,19,16.89878234
sp_sps,125KK,12,11.01190476
sp_sps,125KK,20,20.73731139
sp_sps,125KK,7,8.833333333
sp_sps,125KK,17,5.601851852
sp_sps,125KK,18,14.80744949
sp_sps,125KK,10,8.275193798
sp_sps,125KK,15,19.61728395
sp_sps,125KK,18,11.73611111
sp_sps,125KK,23,18.3106576
sp_sps,125KK,5,19.92907801
sp_sps,125KK,17,16.64224664
sp_sps,125KK,11,13.89550265
sp_sps,125KK,17,6.875
sp_sps,125KK,19,17.04282407
sp_sps,125KK,18,8.303571429
sp_sps,125KK,1,16.25243665
sp_sps,125KK,23,13.49826389
sp_sps,125KK,8,17.83333333
sp_sps,125KK,13,11.20967742
sp_sps,125KK,21,13.98358586
sp_sps,125KK,14,14.4023569
sp_sps,125KK,16,13.24786325
sp_sps,125KK,8,13.109319
sp_sps,125KK,12,25.47743056
sp_sps,125KK,21,12.74005487
sp_sps,125KK,17,7.56097561
sp_sps,125KK,0,15.10501355
sp_sps,125KK,21,9.403794038
sp_sps,125KK,22,11.44675926
sp_sps,125KK,5,18.22351421
sp_sps,125KK,11,15.90909091
sp_sps,125KK,19,14.48806244
sp_sps,125KK,2,7.829218107
sp_sps,125KK,7,21.08695652
sp_sps,125KK,1,15.90982287
sp_sps,125KK,5,10.83333333
sp_sps,125KK,9,11.23015873
sp_sps,125KK,20,16.61764706
sp_sps,125KK,21,13.65319865
sp_sps,125KK,6,24.04186795
sp_sps,125KK,23,21.20147256
sp_sps,125KK,4,17.29328165
sp_sps,125KK,17,16.28472222
sp_sps,125KK,19,15.5952381
sp_sps,125KK,3,14.96527778
sp_sps,125KK,15,15.03858025
sp_sps,125KK,21,15.92592593
sp_sps,125KK,22,16.61657559
sp_sps,125KK,12,12.80626781
sp_sps,125KK,20,7.731481481
sp_sps,125KK,21,24.91520468
sp_sps,125KK,22,6.742424242
sp_sps,125KK,15,16.11111111
sp_sps,125KK,20,8.796296296
sp_sps,125KK,18,12.53594771
sp_sps,125KK,4,17.36111111
sp_sps,125KK,7,19.44756554
sp_sps,125KK,15,14.96246246
sp_sps,125KK,16,3.525641026
sp_sps,125KK,23,17.24480578
sp_sps,125KK,14,13.65277778
sp_sps,125KK,19,10.95785441
sp_sps,125KK,1,8.503584229
sp_sps,125KK,17,8.545751634
sp_sps,125KK,17,5.746527778
sp_sps,125KK,16,7.178819444
sp_sps,125KK,18,19.36419753
sp_sps,125KK,22,10.85858586
sp_sps,125KK,10,13.14270153
sp_sps,125KK,8,12.89141414
sp_sps,125KK,15,14.80286738
sp_sps,125KK,17,10.61507937
sp_sps,125KK,20,17.66548463
sp_sps,125KK,18,8.240740741
sp_sps,125KK,5,10.96354167
sp_sps,125KK,19,7.184343434
sp_sps,125KK,21,12.80651341
sp_sps,125KK,1,7.231800766
sp_sps,125KK,3,17.8
sp_sps,125KK,23,11.38888889
sp_sps,125KK,2,9.878472222
sp_sps,125KK,8,5.873015873
sp_sps,125KK,15,20.18888889
sp_sps,125KK,22,8.326873385
sp_sps,125KK,8,5.462962963
sp_sps,125KK,17,13.89660494
sp_sps,125KK,16,14.86861862
sp_sps,125KK,11,15.99271403
sp_sps,125KK,12,18.60042735
sp_sps,125KK,1,12.3245614
sp_sps,125KK,3,15.82936508
sp_sps,125KK,7,12.54115226
sp_sps,125KK,10,13.26599327
sp_sps,125KK,16,22.60364842
sp_sps,125KK,18,11.28205128
sp_sps,125KK,23,15.45751634
sp_sps,125KK,2,13.84837963
sp_sps,125KK,23,8.573232323
sp_sps,125KK,4,12.53546099
sp_sps,125KK,8,6.481481481
sp_sps,125KK,2,12.90242165
sp_sps,125KK,7,12.95454545
sp_sps,125KK,7,9.017094017
sp_sps,125KK,20,16.49074074
sp_sps,125KK,11,18.40501792
sp_sps,125KK,16,17.80092593
sp_sps,125KK,17,19.13359788
sp_sps,125KK,21,20.460199
sp_sps,125KK,0,14.90162037
sp_sps,125KK,1,10.79166667
sp_sps,125KK,5,17.75894539
sp_sps,125KK,14,5.722222222
sp_sps,125KK,0,15.35185185
sp_sps,125KK,22,7.638888889
sp_sps,125KK,1,18.22072072
sp_sps,125KK,22,15.26360544
sp_sps,125KK,12,13.82662835
sp_sps,125KK,14,3.796296296
sp_sps,125KK,18,19.0491453
sp_sps,125KK,20,16.64312618
sp_sps,125KK,0,17.76570048
sp_sps,125KK,3,19.97842503
sp_sps,125KK,14,8.315972222
sp_sps,125KK,17,9.553571429
sp_sps,125KK,22,18.57085346
sp_sps,125KK,2,10.38029101
sp_sps,125KK,11,9.377104377
sp_sps,125KK,18,6.722222222
sp_sps,125KK,19,13.11155914
sp_sps,125KK,7,15.53921569
sp_sps,125KK,14,21.04166667
sp_sps,125KK,19,16.83183183
sp_sps,125KK,4,14.2377261
sp_sps,125KK,9,18.16049383
sp_sps,125KK,12,18.21759259
sp_sps,125KK,21,11.3
sp_sps,125KK,2,12.67489712
sp_sps,125KK,19,11.85763889
sp_sps,125KK,2,19.85725309
sp_sps,125KK,8,10.75396825
sp_sps,125KK,21,18.27991453
sp_sps,125KK,0,8.450854701
sp_sps,125KK,1,18.61607143
sp_sps,125KK,14,7.107843137
sp_sps,125KK,15,23.10541311
sp_sps,125KK,17,9.544159544
sp_sps,125KK,21,15.07716049
sp_sps,125KK,0,14.88378685
sp_sps,125KK,14,18.66987179
sp_sps,125KK,15,5.333333333
sp_sps,125KK,20,18.20301783
sp_sps,125KK,14,12.62820513
sp_sps,125KK,2,11.93602694
sp_sps,125KK,8,11.14444444
sp_sps,125KK,0,10.09259259
sp_sps,125KK,23,10.81018519
sp_sps,125KK,0,10.06272401
sp_sps,125KK,10,20.89912281
sp_sps,125KK,18,25.22696477
sp_sps,125KK,17,15.46440972
sp_sps,125KK,18,20.82862524
sp_sps,125KK,20,14.25925926
sp_sps,125KK,22,19.16374269
sp_sps,125KK,23,10.64327485
sp_sps,125KK,1,9.488304094
sp_sps,125KK,12,19.66374269
sp_sps,125KK,6,9.596774194
sp_sps,125KK,14,6.773504274
