"","x"
"1367",257
"1368",257
"1369",257
"1370",258
"1371",258
"1372",259
"1373",259
"1374",259
"1375",260
"1376",260
"1377",260
"1378",260
"1379",260
"1380",260
"1381",260
"1382",260
"1383",261
"1384",261
"1385",261
"1386",262
"1387",262
"1388",262
"1389",262
"1390",263
"1391",263
"1392",0
"1393",264
"1394",264
"1395",264
"1396",265
"1397",265
"1398",265
"1399",265
"1400",0
"1401",266
"1402",266
"1403",266
"1404",267
"1405",267
"1406",267
"1407",267
"1408",0
"1409",0
"1410",268
"1411",268
"1412",268
"1413",268
"1414",268
"1415",268
"1416",268
"1417",0
"1418",0
"1419",269
"1420",269
"1421",269
"1422",269
"1423",269
"1424",269
"1425",269
"1426",269
"1427",270
"1428",270
"1429",0
"1430",0
"1431",0
"1432",0
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",271
"1439",271
"1440",272
"1441",272
"1442",272
"1443",0
"1444",0
"1445",0
"1446",273
"1447",273
"1448",273
"1449",273
"1450",273
"1451",0
"1452",0
"1453",0
"1454",0
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",0
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",0
"1468",0
"1469",0
"1470",0
"1471",0
"1472",0
"1473",0
"1474",0
"1475",0
"1476",0
"1477",0
"1478",0
"1479",0
"1480",274
"1481",274
"1482",274
"1483",274
"1484",274
"1485",274
"1486",275
"1487",275
"1488",0
"1489",0
"1490",276
"1491",276
"1492",276
"1493",0
"1494",0
"1495",0
"1496",0
"1497",0
"1498",0
"1499",0
"1500",0
"1501",0
"1502",0
"1503",0
"1504",277
"1505",277
"1506",278
"1507",278
"1508",279
"1509",279
"1510",0
"1511",280
"1512",280
"1513",280
"1514",280
"1515",280
"1516",280
"1517",0
"1518",281
"1519",281
"1520",281
"1521",281
"1522",281
"1523",281
"1524",282
"1525",282
"1526",282
"1527",282
"1528",0
"1529",283
"1530",283
"1531",283
"1532",284
"1533",284
"1534",284
"1535",0
"1536",285
"1537",285
"1538",285
"1539",285
"1540",286
"1541",286
"1542",286
"1543",287
"1544",287
"1545",0
"1546",0
"1547",0
"1548",0
"1549",0
"1550",0
"1551",0
"1552",0
"1553",288
"1554",288
"1555",289
"1556",289
"1557",290
"1558",290
"1559",290
"1560",291
"1561",291
"1562",291
"1563",292
"1564",292
"1565",292
"1566",292
"1567",292
"1568",293
"1569",293
"1570",293
"1571",293
"1572",294
"1573",294
"1574",294
"1575",294
"1576",294
"1577",294
"1578",0
"1579",0
"1580",0
"1581",0
"1582",0
"1583",0
"1584",0
"1585",0
"1586",0
"1587",0
"1588",0
"1589",0
"1590",0
"1591",0
"1592",0
"1593",0
"1594",0
"1595",0
"1596",0
"1597",0
"1598",0
"1599",0
"1600",295
"1601",295
"1602",295
"1603",295
"1604",295
"1605",295
"1606",296
"1607",296
"1608",296
"1609",296
"1610",296
"1611",296
"1612",297
"1613",297
"1614",298
"1615",298
"1616",299
"1617",299
"1618",299
"1619",299
"1620",299
"1621",299
"1622",300
"1623",300
"1624",300
"1625",0
"1626",0
"1627",0
"1628",301
"1629",301
"1630",301
"1631",301
"1632",301
"1633",301
"1634",301
"1635",302
"1636",302
"1637",303
"1638",303
"1639",303
"1640",303
"1641",304
"1642",304
"1643",304
"1644",0
"1645",0
"1646",305
"1647",305
"1648",0
"1649",0
"1650",306
"1651",306
"1652",306
"1653",307
"1654",307
"1655",307
"1656",307
"1657",307
"1658",0
"1659",0
"1660",0
"1661",0
"1662",308
"1663",308
"1664",308
"1665",308
"1666",308
"1667",308
"1668",308
"1669",309
"1670",309
"1671",309
"1672",310
"1673",310
"1674",310
"1675",311
"1676",311
"1677",312
"1678",312
"1679",312
"1680",313
"1681",313
"1682",313
"1683",313
"1684",313
"1685",313
"1686",314
"1687",314
