"","x"
"1304",416
"1305",0
"1306",0
"1307",0
"1308",0
"1309",0
"1310",0
"1311",417
"1312",417
"1313",417
"1314",418
"1315",418
"1316",419
"1317",419
"1318",0
"1319",420
"1320",420
"1321",421
"1322",421
"1323",422
"1324",422
"1325",423
"1326",423
"1327",424
"1328",424
"1329",425
"1330",425
"1331",426
"1332",426
"1333",427
"1334",427
"1335",0
"1336",428
"1337",428
"1338",428
"1339",429
"1340",429
"1341",429
"1342",430
"1343",430
"1344",430
"1345",431
"1346",431
"1347",432
"1348",432
"1349",432
"1350",0
"1351",433
"1352",433
"1353",433
"1354",434
"1355",434
"1356",435
"1357",435
"1358",435
"1359",0
"1360",436
"1361",436
"1362",437
"1363",437
"1364",437
"1365",438
"1366",438
"1367",438
"1368",0
"1369",439
"1370",439
"1371",440
"1372",440
"1373",440
"1374",441
"1375",441
"1376",441
"1377",442
"1378",442
"1379",442
"1380",0
"1381",443
"1382",443
"1383",443
"1384",443
"1385",0
"1386",444
"1387",444
"1388",444
"1389",445
"1390",445
"1391",446
"1392",446
"1393",446
"1394",0
"1395",0
"1396",0
"1397",0
"1398",0
"1399",0
"1400",0
"1401",447
"1402",447
"1403",0
"1404",448
"1405",448
"1406",448
"1407",0
"1408",449
"1409",449
"1410",450
"1411",450
"1412",0
"1413",0
"1414",451
"1415",451
"1416",451
"1417",452
"1418",452
"1419",452
"1420",0
"1421",453
"1422",453
"1423",453
"1424",453
"1425",453
"1426",454
"1427",454
"1428",454
"1429",455
"1430",455
"1431",455
"1432",456
"1433",456
"1434",457
"1435",457
"1436",457
"1437",457
"1438",0
"1439",458
"1440",458
"1441",0
"1442",459
"1443",459
"1444",459
"1445",460
"1446",460
"1447",460
"1448",461
"1449",461
"1450",461
"1451",462
"1452",462
"1453",463
"1454",463
"1455",463
"1456",464
"1457",464
"1458",464
"1459",465
"1460",465
"1461",466
"1462",466
"1463",467
"1464",467
"1465",468
"1466",468
"1467",468
"1468",469
"1469",469
"1470",469
"1471",470
"1472",470
"1473",470
"1474",471
"1475",471
"1476",472
"1477",472
"1478",0
"1479",473
"1480",473
"1481",474
"1482",474
"1483",0
"1484",475
"1485",475
"1486",476
"1487",476
"1488",476
"1489",0
"1490",477
"1491",477
"1492",478
"1493",478
"1494",478
"1495",479
"1496",479
"1497",480
"1498",480
"1499",480
"1500",481
"1501",481
"1502",481
"1503",0
"1504",482
"1505",482
"1506",482
"1507",483
"1508",483
"1509",0
"1510",484
"1511",484
"1512",484
"1513",484
"1514",484
"1515",485
"1516",485
"1517",0
"1518",0
"1519",0
"1520",0
"1521",486
"1522",486
"1523",486
"1524",487
"1525",487
"1526",488
"1527",488
"1528",488
"1529",489
"1530",489
"1531",489
"1532",490
"1533",490
"1534",491
"1535",491
"1536",491
"1537",0
"1538",492
"1539",492
"1540",0
"1541",493
"1542",493
"1543",0
"1544",494
"1545",494
"1546",495
"1547",495
"1548",496
"1549",496
"1550",497
"1551",497
"1552",0
"1553",0
"1554",0
"1555",0
"1556",0
"1557",0
"1558",0
"1559",0
"1560",0
"1561",0
"1562",0
"1563",0
"1564",0
"1565",0
"1566",498
"1567",498
"1568",498
"1569",0
"1570",499
"1571",499
"1572",500
"1573",500
"1574",500
"1575",501
"1576",501
"1577",502
"1578",502
"1579",503
"1580",503
"1581",504
"1582",504
"1583",505
"1584",505
"1585",505
"1586",0
"1587",506
"1588",506
"1589",506
"1590",507
"1591",507
"1592",507
"1593",508
"1594",508
"1595",508
"1596",0
"1597",509
"1598",509
"1599",510
"1600",510
"1601",511
"1602",511
"1603",512
"1604",512
"1605",512
"1606",513
"1607",513
"1608",513
"1609",513
"1610",513
"1611",0
"1612",514
"1613",514
"1614",0
"1615",515
"1616",515
"1617",515
"1618",516
"1619",516
"1620",517
"1621",517
"1622",517
"1623",518
"1624",518
"1625",518
"1626",519
"1627",519
"1628",520
"1629",520
"1630",520
"1631",520
"1632",521
"1633",521
"1634",521
"1635",522
"1636",522
"1637",522
"1638",523
"1639",523
"1640",523
"1641",524
"1642",524
"1643",524
"1644",525
"1645",525
"1646",525
"1647",525
"1648",525
"1649",525
"1650",526
"1651",526
"1652",527
"1653",527
"1654",527
"1655",528
"1656",528
"1657",0
"1658",529
"1659",529
"1660",530
"1661",530
"1662",531
"1663",531
"1664",531
"1665",532
"1666",532
"1667",533
"1668",533
"1669",533
"1670",534
"1671",534
"1672",534
"1673",535
"1674",535
"1675",535
"1676",535
"1677",536
"1678",536
"1679",536
"1680",537
"1681",537
"1682",537
"1683",537
"1684",538
"1685",538
"1686",0
"1687",539
"1688",539
"1689",0
"1690",540
"1691",540
"1692",541
"1693",541
"1694",541
"1695",541
"1696",541
"1697",0
"1698",542
"1699",542
"1700",542
"1701",543
"1702",543
"1703",544
"1704",544
"1705",544
"1706",545
"1707",545
"1708",545
"1709",546
"1710",546
"1711",547
"1712",547
"1713",548
"1714",548
"1715",548
"1716",0
"1717",549
"1718",549
"1719",549
"1720",550
"1721",550
"1722",550
"1723",551
"1724",551
"1725",551
"1726",0
"1727",552
"1728",552
"1729",553
"1730",553
"1731",553
"1732",0
"1733",0
"1734",554
"1735",554
"1736",554
"1737",0
"1738",555
"1739",555
"1740",556
"1741",556
"1742",556
"1743",557
"1744",557
"1745",557
"1746",558
"1747",558
"1748",558
"1749",559
"1750",559
"1751",559
"1752",560
"1753",560
"1754",560
"1755",0
"1756",0
"1757",561
"1758",561
"1759",561
"1760",562
"1761",562
"1762",562
"1763",0
"1764",563
"1765",563
"1766",563
"1767",0
"1768",564
"1769",564
"1770",565
"1771",565
