EdgeID,Length(m)(poly),Hour_of_Day,time_poly(s)
128408,9.65,1.0,
128408,9.65,11.0,
128408,9.65,19.0,173.0
128410,36.298,1.0,
128410,36.298,5.0,
128410,36.298,8.0,32.0
128410,36.298,9.0,69.0
128410,36.298,17.0,25.0
128410,36.298,18.0,31.0
128411,8.97,5.0,
128411,8.97,9.0,
128412,68.184,5.0,
128412,68.184,6.0,
128702,52.635,0.0,
128702,52.635,2.0,
128702,52.635,3.0,
128702,52.635,4.0,1018.0
128702,52.635,6.0,
128702,52.635,7.0,
128702,52.635,8.0,
128702,52.635,9.0,
128702,52.635,10.0,1702.0
128702,52.635,11.0,
128702,52.635,12.0,
128702,52.635,13.0,
128702,52.635,14.0,
128702,52.635,15.0,
128702,52.635,16.0,
128702,52.635,17.0,
128702,52.635,18.0,
128702,52.635,19.0,
128702,52.635,20.0,
128702,52.635,21.0,47.0
128702,52.635,22.0,
128703,58.419,0.0,
128703,58.419,2.0,47.0
128703,58.419,3.0,
128703,58.419,4.0,1619.3333333333333
128703,58.419,6.0,
128703,58.419,7.0,79.0
128703,58.419,8.0,
128703,58.419,10.0,113.0
128703,58.419,11.0,1091.0
128703,58.419,12.0,
128703,58.419,13.0,775.6666666666666
128703,58.419,14.0,467.0
128703,58.419,15.0,499.0
128703,58.419,16.0,248.66666666666666
128703,58.419,17.0,155.0
128703,58.419,18.0,
128703,58.419,20.0,1276.0
128703,58.419,21.0,1574.0
128703,58.419,22.0,728.0
128704,61.367,0.0,37.0
128704,61.367,1.0,
128704,61.367,2.0,
128704,61.367,3.0,
128704,61.367,4.0,338.5
128704,61.367,5.0,
128704,61.367,6.0,
128704,61.367,7.0,
128704,61.367,8.0,
128704,61.367,9.0,
128704,61.367,10.0,
128704,61.367,11.0,64.0
128704,61.367,12.0,451.0
128704,61.367,13.0,293.0
128704,61.367,14.0,
128704,61.367,15.0,
128704,61.367,16.0,
128704,61.367,17.0,
128704,61.367,18.0,296.3333333333333
128704,61.367,19.0,18.0
128704,61.367,20.0,305.0
128704,61.367,21.0,
128704,61.367,22.0,
128704,61.367,23.0,256.0
128705,22.829,0.0,40.0
128705,22.829,1.0,36.5
128705,22.829,2.0,41.0
128705,22.829,3.0,37.0
128705,22.829,4.0,38.0
128705,22.829,5.0,
128705,22.829,7.0,1605.0
128705,22.829,8.0,884.0
128705,22.829,9.0,
128705,22.829,10.0,32.0
128705,22.829,11.0,33.666666666666664
128705,22.829,12.0,
128705,22.829,13.0,41.0
128705,22.829,14.0,
128705,22.829,15.0,33.0
128705,22.829,16.0,
128705,22.829,17.0,213.4
128705,22.829,18.0,71.5
128705,22.829,19.0,279.0
128705,22.829,20.0,32.0
128705,22.829,21.0,364.0
128705,22.829,22.0,38.0
128705,22.829,23.0,36.5
128706,64.392,0.0,
128706,64.392,1.0,
128706,64.392,2.0,
128706,64.392,3.0,
128706,64.392,4.0,34.666666666666664
128706,64.392,5.0,39.0
128706,64.392,8.0,42.0
128706,64.392,9.0,32.5
128706,64.392,10.0,36.5
128706,64.392,11.0,
128706,64.392,12.0,68.5
128706,64.392,13.0,30.0
128706,64.392,14.0,201.66666666666666
128706,64.392,15.0,1531.0
128706,64.392,16.0,33.0
128706,64.392,17.0,
128706,64.392,18.0,32.0
128706,64.392,19.0,
128706,64.392,20.0,
128706,64.392,21.0,
128706,64.392,22.0,34.5
128706,64.392,23.0,
128707,21.097,0.0,
128707,21.097,1.0,29.5
128707,21.097,2.0,20.0
128707,21.097,3.0,
128707,21.097,4.0,
128707,21.097,5.0,
128707,21.097,6.0,28.0
128707,21.097,7.0,
128707,21.097,8.0,
128707,21.097,9.0,
128707,21.097,10.0,24.0
128707,21.097,11.0,
128707,21.097,12.0,
128707,21.097,13.0,30.0
128707,21.097,14.0,
128707,21.097,15.0,287.0
128707,21.097,16.0,28.0
128707,21.097,17.0,
128707,21.097,18.0,
128707,21.097,19.0,31.5
128707,21.097,20.0,
128707,21.097,21.0,
128707,21.097,22.0,27.0
128707,21.097,23.0,
128708,18.134,0.0,30.5
128708,18.134,1.0,27.5
128708,18.134,2.0,37.0
128708,18.134,3.0,23.0
128708,18.134,4.0,
128708,18.134,5.0,
128708,18.134,6.0,31.0
128708,18.134,7.0,
128708,18.134,8.0,26.333333333333332
128708,18.134,9.0,33.0
128708,18.134,10.0,23.0
128708,18.134,11.0,
128708,18.134,12.0,
128708,18.134,13.0,35.333333333333336
128708,18.134,14.0,981.5
128708,18.134,15.0,20.5
128708,18.134,16.0,25.5
128708,18.134,17.0,
128708,18.134,18.0,56.5
128708,18.134,19.0,31.0
128708,18.134,20.0,644.5
128708,18.134,21.0,22.5
128708,18.134,22.0,26.0
128708,18.134,23.0,977.0
128709,77.174,0.0,
128709,77.174,1.0,
128709,77.174,2.0,334.0
128709,77.174,3.0,
128709,77.174,4.0,
128709,77.174,5.0,
128709,77.174,6.0,
128709,77.174,7.0,23.0
128709,77.174,8.0,26.0
128709,77.174,9.0,24.333333333333332
128709,77.174,10.0,59.0
128709,77.174,11.0,
128709,77.174,12.0,
128709,77.174,13.0,36.75
128709,77.174,14.0,
128709,77.174,15.0,
128709,77.174,16.0,
128709,77.174,17.0,26.0
128709,77.174,18.0,25.0
128709,77.174,19.0,
128709,77.174,20.0,34.0
128709,77.174,21.0,27.0
128709,77.174,22.0,28.0
128709,77.174,23.0,31.0
128710,99.975,0.0,14.0
128710,99.975,1.0,14.0
128710,99.975,2.0,18.0
128710,99.975,3.0,14.0
128710,99.975,4.0,16.5
128710,99.975,5.0,17.0
128710,99.975,6.0,
128710,99.975,7.0,
128710,99.975,8.0,23.0
128710,99.975,9.0,305.0
128710,99.975,10.0,20.25
128710,99.975,11.0,532.6666666666666
128710,99.975,12.0,894.0
128710,99.975,13.0,521.0
128710,99.975,14.0,14.0
128710,99.975,15.0,24.0
128710,99.975,16.0,21.0
128710,99.975,17.0,21.0
128710,99.975,18.0,15.0
128710,99.975,19.0,22.0
128710,99.975,20.0,28.0
128710,99.975,21.0,14.0
128710,99.975,22.0,488.0
128710,99.975,23.0,17.333333333333332
128711,836.295,0.0,90.25
128711,836.295,1.0,226.75
128711,836.295,2.0,373.2857142857143
128711,836.295,3.0,332.5
128711,836.295,4.0,65.33333333333333
128711,836.295,5.0,66.0
128711,836.295,6.0,80.0
128711,836.295,7.0,96.5
128711,836.295,8.0,117.66666666666667
128711,836.295,9.0,249.42857142857142
128711,836.295,10.0,84.77777777777777
128711,836.295,11.0,390.5
128711,836.295,12.0,363.6
128711,836.295,13.0,275.8888888888889
128711,836.295,14.0,123.4
128711,836.295,15.0,711.3333333333334
128711,836.295,16.0,252.66666666666666
128711,836.295,17.0,90.2
128711,836.295,18.0,109.33333333333333
128711,836.295,19.0,292.5
128711,836.295,20.0,253.16666666666666
128711,836.295,21.0,209.0909090909091
128711,836.295,22.0,89.6
128711,836.295,23.0,86.25
129610,53.523,1.0,
129610,53.523,2.0,38.0
129610,53.523,3.0,34.0
129610,53.523,9.0,
129610,53.523,11.0,
129610,53.523,12.0,
129610,53.523,13.0,
129610,53.523,14.0,
129610,53.523,15.0,
129610,53.523,16.0,109.0
129610,53.523,17.0,
129610,53.523,18.0,
129610,53.523,19.0,
129610,53.523,20.0,
129610,53.523,21.0,25.0
129610,53.523,22.0,
129610,53.523,23.0,40.0
129612,147.875,14.0,15.0
129612,147.875,18.0,
129612,147.875,20.0,
129612,147.875,21.0,
130223,10.575,0.0,
130223,10.575,2.0,
130223,10.575,3.0,
130223,10.575,4.0,
130223,10.575,5.0,
130223,10.575,6.0,
130223,10.575,8.0,
130223,10.575,9.0,
130223,10.575,10.0,
130223,10.575,12.0,
130223,10.575,14.0,
130223,10.575,15.0,
130223,10.575,16.0,
130223,10.575,17.0,
130223,10.575,18.0,
130223,10.575,19.0,
130223,10.575,20.0,
130223,10.575,22.0,
130223,10.575,23.0,
130224,14.373,0.0,
130224,14.373,2.0,
130224,14.373,3.0,
130224,14.373,4.0,
130224,14.373,5.0,
130224,14.373,6.0,
130224,14.373,8.0,
130224,14.373,9.0,
130224,14.373,10.0,
130224,14.373,12.0,
130224,14.373,14.0,
130224,14.373,15.0,
130224,14.373,16.0,
130224,14.373,17.0,
130224,14.373,18.0,
130224,14.373,19.0,
130224,14.373,20.0,
130224,14.373,22.0,
130224,14.373,23.0,
130614,120.77,18.0,99.0
130615,77.007,11.0,42.0
130622,105.897,0.0,34.0
130622,105.897,2.0,
130622,105.897,4.0,
130622,105.897,7.0,17.0
130622,105.897,15.0,
130622,105.897,18.0,70.0
130622,105.897,22.0,78.0
130623,144.253,0.0,
130623,144.253,2.0,134.0
130623,144.253,4.0,1110.0
130623,144.253,7.0,844.0
130623,144.253,15.0,35.0
130624,246.045,0.0,68.0
130624,246.045,15.0,66.0
130625,174.694,0.0,
130625,174.694,15.0,38.0
130643,164.498,11.0,84.0
130643,164.498,19.0,17.0
130652,65.336,0.0,
130653,34.972,0.0,
130693,131.677,0.0,
130694,13.076,0.0,
130697,251.294,0.0,11.0
130697,251.294,1.0,16.0
130697,251.294,2.0,19.5
130697,251.294,3.0,15.0
130697,251.294,4.0,29.0
130697,251.294,6.0,23.333333333333332
130697,251.294,7.0,15.333333333333334
130697,251.294,10.0,15.333333333333334
130697,251.294,11.0,16.5
130697,251.294,12.0,13.0
130697,251.294,13.0,19.0
130697,251.294,14.0,20.75
130697,251.294,15.0,21.5
130697,251.294,16.0,16.0
130697,251.294,17.0,14.333333333333334
130697,251.294,18.0,17.166666666666668
130697,251.294,19.0,15.0
130697,251.294,20.0,18.0
130697,251.294,21.0,13.666666666666666
130697,251.294,22.0,13.5
130697,251.294,23.0,14.666666666666666
130698,358.747,0.0,21.0
130698,358.747,1.0,11.0
130698,358.747,2.0,21.25
130698,358.747,3.0,24.0
130698,358.747,4.0,11.0
130698,358.747,6.0,16.0
130698,358.747,7.0,20.666666666666668
130698,358.747,10.0,27.0
130698,358.747,11.0,26.0
130698,358.747,12.0,22.0
130698,358.747,13.0,20.0
130698,358.747,14.0,18.333333333333332
130698,358.747,15.0,72.0
130698,358.747,16.0,27.0
130698,358.747,17.0,28.0
130698,358.747,18.0,20.4
130698,358.747,19.0,23.0
130698,358.747,20.0,28.0
130698,358.747,21.0,23.333333333333332
130698,358.747,22.0,25.0
130698,358.747,23.0,23.666666666666668
130699,320.712,0.0,22.0
130699,320.712,1.0,17.0
130699,320.712,2.0,22.25
130699,320.712,3.0,26.0
130699,320.712,4.0,25.0
130699,320.712,6.0,23.666666666666668
130699,320.712,7.0,22.333333333333332
130699,320.712,10.0,27.5
130699,320.712,11.0,18.0
130699,320.712,12.0,20.0
130699,320.712,13.0,23.0
130699,320.712,14.0,19.25
130699,320.712,15.0,15.0
130699,320.712,16.0,25.0
130699,320.712,17.0,16.666666666666668
130699,320.712,18.0,16.333333333333332
130699,320.712,19.0,24.0
130699,320.712,20.0,13.0
130699,320.712,21.0,14.333333333333334
130699,320.712,22.0,16.0
130699,320.712,23.0,19.0
131093,89.415,1.0,
131094,3295.456,14.0,101.0
131094,3295.456,18.0,94.0
131094,3295.456,20.0,118.0
131094,3295.456,21.0,112.0
131096,124.203,1.0,
131096,124.203,5.0,
131097,43.376,1.0,
131097,43.376,14.0,
131097,43.376,17.0,
131097,43.376,20.0,
131097,43.376,21.0,
131097,43.376,22.0,20.0
131098,191.897,1.0,18.0
131098,191.897,9.0,
131098,191.897,10.0,
131098,191.897,14.0,27.0
131098,191.897,17.0,23.0
131098,191.897,18.0,
131098,191.897,20.0,23.0
131098,191.897,21.0,31.0
131098,191.897,22.0,26.0
131102,30.83,1.0,
131102,30.83,5.0,
131103,191.61,1.0,
131103,191.61,5.0,18.0
131104,51.301,1.0,
131104,51.301,5.0,
131105,124.495,1.0,19.0
131105,124.495,5.0,18.0
131106,493.868,1.0,56.0
131106,493.868,5.0,97.0
131107,1077.172,3.0,97.0
131108,352.262,1.0,58.0
131109,37.22,1.0,
131110,234.001,0.0,249.5
131110,234.001,6.0,90.0
131110,234.001,14.0,63.0
131110,234.001,15.0,60.0
131110,234.001,19.0,58.0
131110,234.001,20.0,12.0
131111,141.058,0.0,
131111,141.058,15.0,888.0
131111,141.058,19.0,84.0
131111,141.058,20.0,170.0
131119,39.788,1.0,
131119,39.788,5.0,
131119,39.788,12.0,
131119,39.788,23.0,
131120,77.092,1.0,
131120,77.092,5.0,
131120,77.092,12.0,
131120,77.092,23.0,165.0
131121,125.507,1.0,27.0
131121,125.507,5.0,23.0
131121,125.507,12.0,
131122,115.213,1.0,
131122,115.213,5.0,
131122,115.213,12.0,41.0
131123,172.571,1.0,39.0
131123,172.571,5.0,32.0
131123,172.571,12.0,
131808,127.041,0.0,
131815,141.848,20.0,174.0
131816,400.762,0.0,35.0
131816,400.762,1.0,17.5
131816,400.762,2.0,13.5
131816,400.762,3.0,12.0
131816,400.762,4.0,21.0
131816,400.762,5.0,30.0
131816,400.762,7.0,19.0
131816,400.762,8.0,37.666666666666664
131816,400.762,9.0,31.333333333333332
131816,400.762,10.0,25.5
131816,400.762,12.0,37.0
131816,400.762,13.0,27.333333333333332
131816,400.762,14.0,67.0
131816,400.762,15.0,24.5
131816,400.762,16.0,31.0
131816,400.762,18.0,27.857142857142858
131816,400.762,19.0,34.333333333333336
131816,400.762,20.0,25.5
131816,400.762,21.0,32.0
131816,400.762,22.0,42.8
131816,400.762,23.0,29.666666666666668
132107,34.38,17.0,
132110,4.536,17.0,
132115,71.688,17.0,
132124,158.361,19.0,
132132,409.991,0.0,32.25
132132,409.991,1.0,35.2
132132,409.991,2.0,39.0
132132,409.991,3.0,39.5
132132,409.991,4.0,36.0
132132,409.991,5.0,34.5
132132,409.991,6.0,34.666666666666664
132132,409.991,7.0,37.0
132132,409.991,8.0,38.333333333333336
132132,409.991,9.0,37.666666666666664
132132,409.991,10.0,37.5
132132,409.991,11.0,41.5
132132,409.991,12.0,31.333333333333332
132132,409.991,13.0,45.75
132132,409.991,14.0,33.75
132132,409.991,15.0,38.0
132132,409.991,16.0,55.0
132132,409.991,17.0,36.666666666666664
132132,409.991,18.0,38.72727272727273
132132,409.991,19.0,39.285714285714285
132132,409.991,20.0,42.375
132132,409.991,21.0,39.55555555555556
132132,409.991,22.0,41.2
132132,409.991,23.0,37.75
132637,35.198,17.0,
132638,480.773,17.0,48.0
132639,372.622,17.0,85.0
132640,8.381,17.0,
132641,160.129,17.0,
132642,157.344,17.0,
133884,137.871,13.0,33.0
133885,158.061,13.0,186.0
133886,97.764,15.0,
134094,644.022,0.0,79.0
134094,644.022,1.0,39.0
134094,644.022,9.0,403.0
134094,644.022,10.0,52.0
134094,644.022,13.0,104.5
134094,644.022,19.0,60.0
134094,644.022,22.0,72.0
134095,302.078,0.0,
134095,302.078,1.0,29.0
134095,302.078,10.0,29.0
134095,302.078,22.0,25.0
134096,393.905,0.0,138.0
134096,393.905,1.0,26.0
134096,393.905,10.0,26.0
134096,393.905,22.0,68.0
134097,1687.426,1.0,234.0
134097,1687.426,10.0,199.0
134202,86.392,15.0,
134202,86.392,18.0,78.0
134202,86.392,22.0,
134203,135.832,15.0,
134203,135.832,18.0,
134203,135.832,22.0,
134204,82.016,15.0,
134204,82.016,17.0,
134204,82.016,21.0,85.0
134205,107.461,15.0,69.0
134205,107.461,17.0,65.0
134279,143.346,1.0,15.0
134279,143.346,3.0,36.0
134279,143.346,5.0,17.0
134279,143.346,7.0,
134279,143.346,11.0,
134279,143.346,12.0,
134279,143.346,16.0,
134279,143.346,17.0,24.0
134279,143.346,19.0,33.0
134279,143.346,20.0,21.0
134279,143.346,21.0,
134279,143.346,22.0,24.0
134279,143.346,23.0,32.0
134280,142.475,1.0,17.0
134280,142.475,5.0,
134280,142.475,7.0,18.0
134280,142.475,11.0,17.0
134280,142.475,12.0,27.0
134280,142.475,16.0,20.0
134280,142.475,17.0,
134280,142.475,19.0,
134280,142.475,20.0,
134280,142.475,21.0,26.0
134280,142.475,22.0,35.0
134280,142.475,23.0,
134281,102.046,1.0,
134281,102.046,5.0,20.0
134281,102.046,7.0,
134281,102.046,12.0,
134281,102.046,16.0,
134281,102.046,17.0,51.0
134281,102.046,19.0,
134281,102.046,20.0,
134281,102.046,21.0,
134281,102.046,22.0,40.0
134281,102.046,23.0,
134282,39.159,1.0,
134282,39.159,5.0,
134282,39.159,7.0,
134282,39.159,12.0,
134282,39.159,16.0,
134282,39.159,17.0,
134282,39.159,18.0,66.0
134282,39.159,19.0,
134282,39.159,20.0,
134282,39.159,21.0,
134282,39.159,22.0,
134282,39.159,23.0,
134284,137.662,18.0,66.0
134284,137.662,19.0,
134285,26.943,15.0,
134285,26.943,19.0,27.0
134285,26.943,22.0,
134286,70.628,12.0,
134286,70.628,15.0,
134286,70.628,19.0,
134286,70.628,22.0,137.0
134287,46.772,12.0,285.0
134287,46.772,15.0,
134287,46.772,19.0,
134287,46.772,22.0,
134288,168.877,22.0,
134292,221.342,18.0,17.0
134292,221.342,19.0,40.5
134293,60.324,18.0,
134293,60.324,19.0,
134294,381.737,18.0,33.0
134294,381.737,19.0,47.5
134295,504.487,9.0,82.0
134295,504.487,15.0,56.0
134295,504.487,18.0,54.0
134295,504.487,19.0,98.0
134303,291.136,19.0,49.0
134304,405.263,2.0,177.0
134305,58.591,19.0,
134306,41.816,2.0,
134306,41.816,9.0,
134306,41.816,19.0,
134307,85.755,9.0,
134307,85.755,19.0,
134308,405.855,22.0,125.0
134311,48.283,2.0,
134311,48.283,9.0,
134312,217.927,10.0,
134342,385.132,3.0,49.0
134389,6.676,22.0,
134397,123.378,19.0,26.0
134410,28.931,17.0,71.0
134411,125.149,17.0,
134412,268.326,17.0,149.0
134414,9.2,19.0,
134414,9.2,22.0,113.0
134425,191.352,5.0,163.0
134425,191.352,10.0,317.0
134425,191.352,23.0,27.0
134434,1067.878,10.0,294.0
134444,1084.927,5.0,136.0
134455,126.01,18.0,113.0
134464,626.382,3.0,38.0
134465,651.039,3.0,222.0
134465,651.039,20.0,108.0
134465,651.039,21.0,131.0
134466,209.736,4.0,40.0
134466,209.736,20.0,42.0
134466,209.736,22.0,21.0
134476,1009.27,14.0,226.0
134479,811.464,11.0,42.0
134480,42.345,11.0,
134481,255.292,11.0,35.0
134481,255.292,17.0,44.0
134482,110.591,11.0,
134482,110.591,17.0,72.0
134483,63.979,11.0,
134483,63.979,17.0,
134484,32.246,11.0,
134484,32.246,17.0,
134485,173.381,11.0,29.0
134485,173.381,17.0,
134486,99.615,11.0,116.0
134486,99.615,17.0,137.0
134488,148.876,23.0,136.0
134489,228.496,23.0,
134490,97.399,23.0,31.0
134491,200.39,23.0,
134492,4.339,23.0,21.0
134524,49.748,19.0,
134525,88.225,19.0,152.0
134596,12.812,22.0,
134633,544.201,0.0,
134646,3.032,22.0,148.0
134650,42.653,19.0,
134650,42.653,23.0,24.0
134958,79.796,17.0,
134959,66.011,17.0,
135146,211.928,22.0,23.0
135147,12.937,22.0,
135148,159.8,22.0,
135149,56.625,22.0,26.0
135150,68.679,22.0,
135576,115.603,17.0,247.0
135579,125.814,1.0,251.0
135579,125.814,2.0,30.0
135579,125.814,4.0,
135579,125.814,10.0,23.0
135579,125.814,13.0,162.5
135579,125.814,14.0,
135579,125.814,15.0,17.0
135579,125.814,16.0,69.0
135579,125.814,22.0,33.0
135580,163.121,2.0,
135580,163.121,4.0,23.0
135580,163.121,9.0,
135580,163.121,13.0,43.0
135580,163.121,14.0,39.0
135580,163.121,15.0,30.0
135580,163.121,22.0,
135581,88.348,2.0,168.0
135581,88.348,4.0,73.0
135581,88.348,9.0,593.0
135581,88.348,13.0,
135581,88.348,14.0,
135581,88.348,15.0,
135581,88.348,22.0,75.0
135589,80.924,15.0,71.0
135589,80.924,17.0,
135589,80.924,23.0,
135590,27.902,17.0,
135590,27.902,23.0,
135612,32.991,8.0,123.0
135612,32.991,9.0,
135612,32.991,11.0,107.0
135612,32.991,18.0,
135613,19.581,9.0,
135613,19.581,18.0,
135614,11.118,0.0,16.0
135614,11.118,1.0,18.5
135614,11.118,2.0,
135614,11.118,3.0,17.0
135614,11.118,4.0,15.0
135614,11.118,5.0,
135614,11.118,6.0,
135614,11.118,7.0,
135614,11.118,8.0,
135614,11.118,9.0,
135614,11.118,10.0,
135614,11.118,11.0,
135614,11.118,12.0,
135614,11.118,13.0,1520.0
135614,11.118,14.0,
135614,11.118,15.0,
135614,11.118,16.0,
135614,11.118,17.0,
135614,11.118,18.0,
135614,11.118,19.0,
135614,11.118,20.0,20.0
135614,11.118,21.0,
135614,11.118,22.0,
135614,11.118,23.0,
135615,13.854,0.0,15.0
135615,13.854,1.0,
135615,13.854,2.0,16.0
135615,13.854,3.0,
135615,13.854,4.0,24.0
135615,13.854,5.0,
135615,13.854,6.0,
135615,13.854,7.0,120.0
135615,13.854,8.0,21.333333333333332
135615,13.854,9.0,15.0
135615,13.854,10.0,
135615,13.854,11.0,21.0
135615,13.854,12.0,21.0
135615,13.854,13.0,
135615,13.854,14.0,24.0
135615,13.854,15.0,23.0
135615,13.854,16.0,
135615,13.854,17.0,18.0
135615,13.854,18.0,20.5
135615,13.854,19.0,18.0
135615,13.854,20.0,20.0
135615,13.854,21.0,16.333333333333332
135615,13.854,22.0,
135615,13.854,23.0,
135616,127.218,0.0,13.666666666666666
135616,127.218,1.0,15.666666666666666
135616,127.218,2.0,17.0
135616,127.218,3.0,15.0
135616,127.218,4.0,16.142857142857142
135616,127.218,5.0,14.333333333333334
135616,127.218,6.0,14.666666666666666
135616,127.218,7.0,
135616,127.218,8.0,16.8
135616,127.218,9.0,17.75
135616,127.218,10.0,16.0
135616,127.218,11.0,20.666666666666668
135616,127.218,12.0,13.0
135616,127.218,13.0,15.25
135616,127.218,14.0,242.28571428571428
135616,127.218,15.0,16.0
135616,127.218,16.0,16.0
135616,127.218,17.0,15.666666666666666
135616,127.218,18.0,15.75
135616,127.218,19.0,13.666666666666666
135616,127.218,20.0,18.333333333333332
135616,127.218,21.0,14.166666666666666
135616,127.218,22.0,17.0
135616,127.218,23.0,14.25
135617,22.757,0.0,
135617,22.757,1.0,
135617,22.757,2.0,
135617,22.757,3.0,
135617,22.757,4.0,
135617,22.757,5.0,32.666666666666664
135617,22.757,6.0,
135617,22.757,7.0,32.0
135617,22.757,8.0,
135617,22.757,9.0,
135617,22.757,10.0,
135617,22.757,11.0,
135617,22.757,12.0,
135617,22.757,13.0,
135617,22.757,14.0,
135617,22.757,15.0,
135617,22.757,16.0,
135617,22.757,17.0,
135617,22.757,18.0,
135617,22.757,19.0,26.0
135617,22.757,20.0,
135617,22.757,21.0,1306.0
135617,22.757,22.0,
135617,22.757,23.0,
135622,54.108,0.0,9.0
135622,54.108,1.0,10.0
135622,54.108,2.0,15.25
135622,54.108,3.0,18.0
135622,54.108,4.0,
135622,54.108,5.0,10.0
135622,54.108,6.0,15.0
135622,54.108,7.0,12.0
135622,54.108,8.0,13.0
135622,54.108,9.0,14.0
135622,54.108,10.0,13.75
135622,54.108,11.0,13.0
135622,54.108,12.0,18.75
135622,54.108,13.0,13.666666666666666
135622,54.108,14.0,12.5
135622,54.108,15.0,12.0
135622,54.108,16.0,10.666666666666666
135622,54.108,17.0,12.0
135622,54.108,18.0,15.75
135622,54.108,19.0,18.0
135622,54.108,20.0,15.0
135622,54.108,21.0,14.5
135622,54.108,22.0,13.5
135622,54.108,23.0,
135623,28.902,1.0,17.0
135623,28.902,4.0,16.0
135623,28.902,12.0,
135623,28.902,13.0,
135623,28.902,16.0,
135623,28.902,17.0,
135623,28.902,18.0,
135623,28.902,20.0,
135623,28.902,21.0,23.0
135623,28.902,23.0,
135624,16.739,1.0,
135624,16.739,4.0,
135624,16.739,11.0,
135624,16.739,18.0,
135624,16.739,21.0,
135624,16.739,23.0,
135625,22.363,17.0,
135625,22.363,23.0,
135626,66.384,0.0,13.666666666666666
135626,66.384,1.0,12.666666666666666
135626,66.384,2.0,7.0
135626,66.384,3.0,16.0
135626,66.384,4.0,10.333333333333334
135626,66.384,5.0,
135626,66.384,6.0,10.0
135626,66.384,7.0,18.0
135626,66.384,8.0,
135626,66.384,9.0,13.0
135626,66.384,10.0,16.25
135626,66.384,11.0,13.0
135626,66.384,12.0,16.428571428571427
135626,66.384,13.0,13.0
135626,66.384,14.0,9.5
135626,66.384,15.0,13.4
135626,66.384,16.0,13.333333333333334
135626,66.384,17.0,12.333333333333334
135626,66.384,18.0,16.5
135626,66.384,19.0,15.142857142857142
135626,66.384,20.0,13.25
135626,66.384,21.0,18.5
135626,66.384,22.0,13.0
135626,66.384,23.0,14.333333333333334
135627,24.285,11.0,
135654,40.245,0.0,14.0
135654,40.245,1.0,10.5
135654,40.245,2.0,10.0
135654,40.245,3.0,11.0
135654,40.245,4.0,9.5
135654,40.245,5.0,16.0
135654,40.245,6.0,10.75
135654,40.245,7.0,11.0
135654,40.245,8.0,14.0
135654,40.245,9.0,9.0
135654,40.245,10.0,11.0
135654,40.245,11.0,11.875
135654,40.245,12.0,10.833333333333334
135654,40.245,13.0,12.5
135654,40.245,14.0,12.75
135654,40.245,15.0,
135654,40.245,16.0,11.666666666666666
135654,40.245,17.0,23.0
135654,40.245,18.0,17.571428571428573
135654,40.245,19.0,14.25
135654,40.245,20.0,11.0
135654,40.245,21.0,13.8
135654,40.245,22.0,11.333333333333334
135654,40.245,23.0,
135655,67.59,1.0,
135655,67.59,4.0,
135655,67.59,6.0,
135655,67.59,7.0,
135655,67.59,9.0,
135655,67.59,10.0,
135655,67.59,13.0,
135655,67.59,14.0,
135655,67.59,15.0,
135655,67.59,16.0,
135655,67.59,18.0,26.0
135655,67.59,19.0,
135655,67.59,20.0,
135655,67.59,21.0,
135655,67.59,22.0,
135655,67.59,23.0,
135656,21.974,0.0,14.666666666666666
135656,21.974,1.0,
135656,21.974,2.0,18.0
135656,21.974,3.0,15.5
135656,21.974,4.0,12.0
135656,21.974,5.0,
135656,21.974,6.0,16.6
135656,21.974,7.0,17.75
135656,21.974,8.0,
135656,21.974,9.0,19.5
135656,21.974,10.0,12.666666666666666
135656,21.974,11.0,
135656,21.974,12.0,12.0
135656,21.974,13.0,21.0
135656,21.974,14.0,12.0
135656,21.974,15.0,17.0
135656,21.974,16.0,24.0
135656,21.974,17.0,14.0
135656,21.974,18.0,15.142857142857142
135656,21.974,19.0,16.75
135656,21.974,20.0,17.0
135656,21.974,21.0,
135656,21.974,22.0,16.0
135656,21.974,23.0,12.0
135657,147.514,1.0,40.0
135657,147.514,4.0,
135657,147.514,11.0,
135657,147.514,17.0,
135657,147.514,18.0,
135657,147.514,21.0,
135657,147.514,23.0,
135658,19.352,0.0,
135658,19.352,1.0,
135658,19.352,9.0,
135658,19.352,16.0,
135658,19.352,21.0,
135658,19.352,22.0,180.0
135659,146.44,0.0,
135659,146.44,1.0,
135659,146.44,9.0,112.0
135659,146.44,16.0,36.0
135659,146.44,21.0,235.0
135660,23.676,0.0,
135660,23.676,1.0,86.0
135660,23.676,16.0,
135661,469.512,16.0,34.0
135662,53.149,4.0,
135662,53.149,6.0,
135662,53.149,7.0,
135662,53.149,14.0,
135662,53.149,15.0,
135662,53.149,18.0,
135662,53.149,19.0,32.0
135662,53.149,20.0,
135662,53.149,21.0,
135662,53.149,22.0,
135662,53.149,23.0,25.0
135663,106.257,0.0,17.833333333333332
135663,106.257,1.0,15.8
135663,106.257,2.0,22.25
135663,106.257,3.0,21.0
135663,106.257,4.0,19.7
135663,106.257,5.0,22.0
135663,106.257,6.0,15.777777777777779
135663,106.257,7.0,17.9
135663,106.257,8.0,18.857142857142858
135663,106.257,9.0,19.0
135663,106.257,10.0,20.09090909090909
135663,106.257,11.0,20.733333333333334
135663,106.257,12.0,15.923076923076923
135663,106.257,13.0,16.333333333333332
