,EdgeID,Length(m)(poly),from_node,to_node,weight
241,12787,8.584,184351,207098,"[18.300084175454543, 17.92013888875, 18.85173611125, 16.18081275666667, 16.957964852142858, 17.61875701363637, 18.335693400624997, 17.369230768461538, 18.23514476833334, 18.834471879333332, 17.3194444425, 16.498585057272724, 17.088756614, 16.784526817272727, 18.554251175833333, 16.550617283, 17.463043755833336, 17.283924657083332, 17.720016717249997, 15.498986892727276, 16.839123509333334, 17.164887735, 16.6655935855, 17.783465608999997]"
242,12788,459.014,12615,12616,"[18.347643096363637, 18.822016462222223, 18.71577380875, 18.361574075, 17.525284899230773, 17.105902777500003, 18.987962964, 17.75661375714286, 16.781593406923076, 18.408597882666665, 17.592592592, 19.250000000000004, 18.391203703333332, 18.739583332499997, 18.515817900833333, 19.462121211818182, 18.641246837826085, 19.63969404173913, 18.76515151454545, 18.654031635833334, 17.888608305454547, 18.625476191199997, 18.058862434285714, 18.622474747272726]"
243,16009,170.753,15183,235252,"[7.920454545, 7.920454545, 7.920454545, 7.920454545, 7.920454545, 7.920454545, 7.920454545, 7.920454545, 7.920454545, 9.740740741, 9.740740741, 9.740740741, 9.740740741, 9.740740741, 9.907407407, 9.907407407, 9.907407407, 9.907407407, 9.907407407, 9.907407407, 4.760493827, 4.760493827, 4.760493827, 4.760493827]"
244,16010,493.587,15184,235252,"[7.361111111, 7.361111111, 7.361111111, 7.361111111, 7.361111111, 7.361111111, 7.348484847999999, 7.348484847999999, 7.348484847999999, 8.125, 6.7592592589999985, 6.7592592589999985, 6.7592592589999985, 6.7592592589999985, 7.013888889, 7.013888889, 7.013888889, 7.361111111, 7.361111111, 7.361111111, 3.672839506, 3.672839506, 3.672839506, 3.672839506]"
245,16045,30.22,1057,188882,"[2.0229754556666664, 2.1163233811428577, 2.555395662428571, 3.3855207718888884, 1.3027263373333333, 2.9950580540000007, 3.0026455026666667, 1.0462962965, 1.8110670193333334, 3.7287257499999997, 3.0572916670000003, 1.6570216050000002, 1.821759259, 1.821759259, 1.821759259, 1.821759259, 8.211805555, 2.037037037, 2.037037037, 2.037037037, 2.9444444445, 7.838955025000001, 7.838955025000001, 4.983465608]"
246,16046,61.751000000000005,65528,188882,"[0.8573833574545454, 0.7505668932857142, 1.4210128495714287, 2.471808862375, 0.09259259266666668, 1.0074221045555556, 1.8871252205, 1.8871252205, 0.8156966489999999, 2.500771605, 2.7962962964999996, 0.27777777800000003, 0.13888888900000002, 0.13888888900000002, 0.13888888900000002, 0.13888888900000002, 15.20833333, 15.20833333, 15.20833333, 15.20833333, 1.902777778, 11.11111111, 11.11111111, 4.054232804]"
247,16047,193.291,1059,184345,"[10.13888889, 10.13888889, 10.13888889, 10.13888889, 10.13888889, 10.13888889, 10.13888889, 10.13888889, 10.13888889, 3.086419753, 3.086419753, 3.086419753, 3.086419753, 12.77777778, 11.38888889, 11.38888889, 12.5, 7.12962963, 13.456790121, 12.5, 7.5, 9.166666667000001, 11.527777780000001, 12.12962963]"
248,16048,104.404,1061,184345,"[9.861111111, 9.861111111, 9.861111111, 9.861111111, 9.861111111, 9.861111111, 9.861111111, 9.861111111, 9.861111111, 3.600823045, 3.600823045, 3.600823045, 3.600823045, 12.1875, 11.13888889, 11.13888889, 12.52314815, 7.777777778, 12.237397119666667, 12.25, 9.611111111, 8.263888889, 10.180555558, 11.72839506]"
249,17705,227.74099999999999,9140,16250,"[17.129629629629633, 17.129629629629633, 17.129629629629633, 17.129629629629633, 17.129629629629633, 17.129629629629633, 17.129629629629633, 17.129629629629633, 17.129629629629633, 17.129629629629633, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668, 16.041666666666668]"
250,17705,227.74099999999999,9140,16250,"[17.268518516666663, 17.268518516666663, 18.47222222, 18.47222222, 14.28907126775, 15.925925926666666, 16.527777776666667, 16.38888889, 15.0, 23.24074074, 13.148148147999999, 20.97222222, 13.33333333, 13.33333333, 17.291666665, 19.86111111, 19.86111111, 17.569444445000002, 20.32986111, 18.246527779999997, 17.490079365714283, 17.135416665, 17.135416665, 17.592592593333336]"
251,17728,1247.904,16343,198846,"[20.511243385714284, 24.20634921, 19.261904765, 19.293981485, 11.0943287035, 18.471560846, 17.9794973525, 19.970899473333333, 19.306216930666665, 18.515432098712523, 18.10956790010288, 19.337053570000002, 17.603119487666667, 19.69135802, 20.892489711666666, 17.184854498, 17.69494047625, 20.042361112000002, 20.418402777500003, 20.151031147, 20.079548794166666, 19.13966049333333, 20.459656084285715, 19.45701058]"
252,17729,550.784,8936,198846,"[19.242724867142858, 22.10978836, 19.328703705000002, 18.703703705000002, 11.17592592575, 19.013888889999997, 18.3449074075, 19.737654323333334, 18.530092593888888, 16.778549383024693, 16.81712963, 17.79976852, 17.0, 19.62962963, 19.224537034999997, 16.224074072, 16.81423610875, 19.131944443000002, 19.987654320833332, 20.25925926, 19.297453702500004, 18.636831275555554, 19.883597884285713, 18.567901233333334]"
253,26161,90.631,4367,148123,"[21.97222222, 21.97222222, 18.70370370666667, 16.94444444, 16.829817785666666, 15.27777778, 9.1296296285, 17.292465829092592, 16.40602247562963, 20.090439718271607, 20.699404762380954, 19.53339334641975, 19.651760277350427, 16.970202020200002, 21.124779541022928, 21.851851853333333, 16.48148148, 15.891803841555555, 17.242173721995062, 10.464380196714286, 18.516975308000003, 17.080005787875, 17.083333333333336, 19.02777778]"
254,26162,64.494,46912,148123,"[21.94444444, 21.94444444, 19.266975306666666, 18.88888889, 17.291300808, 10.72916667, 16.01851852, 21.54117063329365, 19.787654322, 20.90036651277778, 20.395171958465607, 20.354509602674895, 20.417621987067903, 17.021217130900002, 21.22799088893004, 22.253086423333333, 22.253086423333333, 19.123493533333335, 20.223324513858024, 16.1255787025, 19.4174382725, 20.145778218333334, 20.0, 19.35185185]"
255,29180,124.395,24698,35866,"[14.61213496125, 14.607116368181822, 13.443762258357143, 14.773432433333333, 15.429059044166669, 13.314617978333333, 14.118915274454544, 15.331028539363633, 14.746275280400003, 15.004014604444446, 14.984661430000001, 16.320824374285714, 16.151699344, 14.200893199000001, 17.0701555375, 16.095437404375, 15.5978760825, 13.956177667785711, 15.2901597825, 14.12951617931579, 14.944719408749998, 14.657669571733331, 14.577001730000001, 14.706334515833333]"
256,30957,92.74,25924,208389,"[4.33744856, 12.5, 12.5, 10.694444446, 10.694444446, 10.694444446, 10.694444446, 7.534722222, 5.932539682571429, 7.722222222, 7.534722222, 7.534722222, 10.559927982, 10.559927982, 10.559927982, 10.559927982, 15.27777778, 15.27777778, 15.27777778, 8.981481484333333, 8.981481484333333, 8.888888889, 2.6388888889999995, 9.805555556]"
257,31051,9.302,25995,172573,"[6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005, 6.1111111110000005]"
258,31052,54.88,52274,300802,"[11.848958332999999, 12.062757202, 12.976851852, 1.388888889, 14.37420083625, 11.888445407790696, 10.756535947235292, 10.096625981075759, 9.175014028944444, 9.478744754541506, 9.6952160498, 10.203021820385011, 10.561608144597644, 11.104217541839033, 10.785449735450001, 9.737413820090909, 10.546839277703704, 12.364767848251207, 11.205901609424243, 11.524691356499998, 11.815057319400001, 13.688425927199997, 12.61589635964706, 12.67177113023077]"
259,31053,53.498999999999995,52271,300802,"[10.347222222222225, 10.347222222222225, 10.347222222222225, 10.347222222222225, 10.347222222222225, 10.347222222222225, 10.347222222222225, 10.347222222222225, 6.574074074074076, 10.905555555555557, 10.905555555555557, 9.583333333333334, 5.694444444444444, 12.065972222222221, 12.065972222222221, 12.065972222222221, 16.111111111111118, 14.388888888888893, 14.388888888888893, 14.388888888888893, 14.388888888888893, 14.388888888888893, 14.388888888888893, 14.388888888888893]"
260,31053,53.498999999999995,52271,300802,"[12.7256944425, 12.165637860000002, 13.320833332000001, 1.625, 14.851521165000001, 12.146444721046509, 10.868762860666665, 10.1583912039, 9.694221084894735, 9.384169697874999, 9.606327160400001, 10.557889660699999, 10.675545924789473, 10.939687049181817, 10.926273148700002, 9.449374699545455, 10.608232431538463, 12.379078484095238, 11.908068783117649, 11.492880191045453, 12.515542328142857, 14.0451388885, 12.487732129058825, 12.785137702999997]"
261,31054,127.23200000000001,2921,52271,"[13.3285108025, 12.268518521333334, 13.370061728, 1.861111111, 14.668733464999997, 11.996173819177777, 10.801334422411765, 10.22946061185714, 9.73209064342105, 9.3553654105, 9.517438271000001, 10.25165123485, 10.578031829952382, 11.307998970541668, 10.592024041789472, 9.626286008166668, 10.541310540923075, 12.223262211565219, 11.593081735093747, 11.35795454572727, 11.6008391203125, 14.218915344333338, 12.773362483555555, 12.636396011]"
262,31054,127.23200000000001,2921,52271,"[11.840277777777779, 11.840277777777779, 11.840277777777779, 11.840277777777779, 11.840277777777779, 11.840277777777779, 11.840277777777779, 11.840277777777779, 6.805555555555556, 11.920370370370371, 11.920370370370371, 9.922839506172842, 5.177469135802469, 11.834490740740742, 11.834490740740742, 11.834490740740742, 18.472222222222225, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0]"
263,31055,52.496,2897,2921,"[12.928240742499998, 12.371399177166667, 12.710956791600001, 2.097222222, 13.64586089, 10.966610327555555, 9.986133804647059, 10.02114899010606, 9.426785213138608, 9.79671466653457, 8.9421932235, 9.928910633569023, 9.399102423612453, 10.669660572623014, 10.21779564673684, 9.322595164833334, 10.484467877049381, 11.781074635277777, 10.517019948676468, 10.316920653416668, 11.3699156739375, 13.651035104809527, 11.716713819388891, 11.834757835076923]"
264,31056,31.026999999999997,2897,141199,"[14.277777777777779, 14.277777777777779, 14.277777777777779, 14.277777777777779, 14.277777777777779, 14.277777777777779, 14.277777777777779, 14.277777777777779, 7.618312757201648, 11.381481481481481, 11.381481481481481, 10.60570987654321, 5.63014403292181, 11.371527777777779, 11.371527777777779, 11.371527777777779, 20.092592592592595, 11.944444444444445, 11.944444444444445, 11.944444444444445, 11.944444444444445, 11.944444444444445, 11.944444444444445, 11.944444444444445]"
265,31056,31.026999999999997,2897,141199,"[12.361251402499999, 13.035802468, 12.051851852, 12.051851852, 12.62298831625, 9.920840459599999, 9.130795805374998, 9.573871019947369, 9.944272976444443, 9.578141664913044, 8.835072869615384, 9.691992575512819, 9.960330401684212, 10.015856459391305, 9.75102880688889, 9.195794752600001, 9.31570987712, 11.485570988149998, 10.104895577387095, 10.5181712965, 12.042807886384614, 13.050251427380953, 9.832920710176468, 11.9798400674]"
266,31057,38.650999999999996,2898,141199,"[15.222222222222225, 15.222222222222225, 15.222222222222225, 15.222222222222225, 15.222222222222225, 15.222222222222225, 15.222222222222225, 15.222222222222225, 7.803497942386831, 11.355555555555558, 11.355555555555558, 10.721707818930042, 5.367361111111111, 11.241319444444446, 11.241319444444446, 11.241319444444446, 19.35185185185185, 10.277777777777779, 10.277777777777779, 10.277777777777779, 10.277777777777779, 10.277777777777779, 10.277777777777779, 10.277777777777779]"
267,31057,38.650999999999996,2898,141199,"[12.0809133, 13.123559671999999, 11.912626260600002, 11.912626260600002, 11.902488425875001, 9.107601663444447, 8.958567152375, 9.138970109894737, 10.093814300277778, 9.608636180565217, 8.884820840538461, 9.46163300876923, 9.751722164315789, 9.476007487130437, 9.556647233777777, 8.803240740700002, 9.75133582226087, 11.05175014005, 9.784797028843752, 10.784404618166668, 12.200644264000001, 13.274238943052632, 9.721782779882352, 11.757108118799998]"
268,31058,87.742,2898,141196,"[12.2578995075, 13.277318774, 11.773400671200001, 11.773400671200001, 11.376488095749998, 8.918245944787234, 9.022129362428572, 9.595023148183333, 9.78396230785073, 10.306107196301786, 8.965314303615385, 9.560956511951208, 8.962876991440151, 9.664767284349796, 9.508821609222222, 8.689923540999999, 10.125544048087962, 11.168856676732322, 9.67298804451613, 11.026499563833333, 12.444378074923076, 13.486926438052627, 10.91371538052941, 11.5701400592]"
269,31059,5.492000000000001,141196,173589,"[12.4348857175, 13.431077874000001, 11.814590347800001, 11.814590347800001, 11.013392856625, 8.970252895574468, 8.9552562668, 9.789375057953219, 9.653283830486371, 9.827038635697237, 8.676183562846154, 9.217223770153439, 8.915309686030747, 9.604553272844996, 9.353742896666667, 8.485058420800001, 9.890040242098767, 11.081412909973547, 9.67021618025, 10.558232883000002, 12.057651300692308, 13.010182020526315, 10.790221503411766, 11.225213443600001]"
270,31060,64.834,9526,173589,"[12.611871925, 13.3934789478, 12.009446317166665, 8.25, 10.65029761925, 9.073446101404254, 8.8486375623125, 9.711303722187136, 9.429171009440196, 9.335752995759357, 8.387052820615386, 9.073683016769047, 8.83351546084083, 9.543481923303156, 9.087940143421052, 8.280193301299999, 9.735554954109569, 11.00550736430808, 9.518697993687502, 10.089966204388888, 11.589312461846154, 12.533437603, 10.666727626235295, 10.8802868304]"
271,31114,106.49799999999999,2456,2457,"[16.94444444, 16.94444444, 14.608024695000001, 17.68518519, 17.68518519, 21.38888889, 21.38888889, 21.38888889, 16.03395062, 16.03395062, 16.03395062, 16.03395062, 16.03395062, 16.03395062, 16.03395062, 16.03395062, 14.21296296, 14.21296296, 14.441137565000002, 14.441137565000002, 14.88888889, 14.88888889, 9.5, 9.5]"
272,31115,28.858,2457,96656,"[17.24206349, 17.24206349, 14.290123455, 16.2037037, 16.2037037, 17.91666667, 17.91666667, 17.91666667, 16.69753086, 16.69753086, 16.69753086, 16.69753086, 16.69753086, 16.69753086, 16.69753086, 16.69753086, 18.078703705000002, 18.078703705000002, 15.692791005, 15.692791005, 15.77777778, 15.77777778, 11.27777778, 11.27777778]"
273,31127,265.628,26075,228875,"[14.166666665000001, 14.166666665000001, 14.166666665000001, 14.166666665000001, 14.166666665000001, 14.166666665000001, 14.166666665000001, 14.166666665000001, 14.166666665000001, 14.166666665000001, 14.72222222, 14.72222222, 14.72222222, 14.72222222, 14.72222222, 12.7083333325, 15.100694445, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 15.27777778, 12.31481481, 12.31481481]"
274,31129,218.696,5439,5440,"[19.791181656666666, 20.5361772492, 19.91666666588235, 20.66255144, 20.2083333325, 19.581679894666667, 21.0861150017647, 20.3791666665, 19.196887859999997, 20.558166248421053, 20.55136684333333, 20.356013005000005, 20.296768707142856, 19.206018518888886, 20.214170692608697, 20.076809764545455, 19.97382478692308, 19.245196323684212, 20.20643187857143, 19.47417214, 19.06481481333333, 19.5850694455, 19.746422558181816, 18.99891067529412]"
275,31130,48.306000000000004,5438,5439,"[20.037059082000003, 21.3147486772, 20.103485839411768, 21.23148148222222, 20.810185185, 19.20612874733333, 21.55018674117647, 19.80609567855, 19.584833676666662, 21.487851573684214, 20.999108980555555, 19.71674043615385, 20.48397435930769, 19.83256172888889, 20.630099302608695, 20.119949494545452, 20.113960112307687, 18.95014155789474, 20.865878527142858, 19.44992930172414, 19.497542294555554, 19.374074074000003, 20.074705387272726, 18.41407952]"
276,31131,173.317,26113,207445,"[4.583333333, 4.583333333, 4.583333333, 12.283950619999999, 12.283950619999999, 12.283950619999999, 14.027777780000001, 7.534722222, 7.534722222, 19.16666667, 7.3611111115000005, 7.3611111115000005, 7.3611111115000005, 10.97222222, 10.97222222, 12.77777778, 12.77777778, 11.80555556, 11.80555556, 10.92881944525, 15.83333333, 14.72222222, 7.75, 7.75]"
277,31132,79.346,207445,207448,"[3.981481481, 3.981481481, 3.981481481, 4.969135802333334, 4.969135802333334, 4.969135802333334, 13.14814815, 11.12847222, 11.12847222, 16.71296296, 3.703703704, 3.703703704, 3.703703704, 12.91666667, 12.91666667, 18.61111111, 18.61111111, 10.83333333, 0.5555555560000001, 11.149691356, 16.94444444, 14.44444444, 4.388888889, 4.388888889]"
278,31133,144.13,26114,207448,"[3.784722222, 3.784722222, 3.784722222, 2.5752314815000004, 2.5752314815000004, 2.5752314815000004, 11.81712963, 14.72222222, 14.72222222, 14.25925926, 1.851851852, 1.851851852, 1.851851852, 14.86111111, 14.86111111, 17.63888889, 17.63888889, 9.861111111, 1.990740741, 11.199845679666666, 18.05555556, 14.16666667, 6.083333333, 6.083333333]"
279,31134,186.645,26114,207451,"[3.5879629630000003, 3.5879629630000003, 3.5879629630000003, 5.46296296275, 5.46296296275, 5.46296296275, 4.614197530999999, 4.614197530999999, 4.614197530999999, 6.851851852, 6.851851852, 6.851851852, 6.851851852, 10.20833333, 10.20833333, 11.90740741, 11.90740741, 3.402777778, 3.425925926, 5.111882716, 10.90277778, 3.611111111, 7.777777778, 7.777777778]"
280,31135,14.709000000000001,26115,207451,"[3.391203704, 3.391203704, 3.391203704, 4.444444444, 4.444444444, 4.444444444, 2.503858025, 2.503858025, 2.503858025, 6.651234568, 6.651234568, 6.651234568, 6.651234568, 5.555555556, 5.555555556, 7.148148148, 7.148148148, 3.3597883595, 4.3142361110000005, 1.684027778, 9.606481481, 3.827160494, 3.827160494, 3.827160494]"
281,31215,111.76700000000001,26181,145158,"[6.4236111110000005, 6.4236111110000005, 6.4236111110000005, 5.3125, 6.62037037, 6.62037037, 6.62037037, 2.1943587105, 5.208333333, 9.513888889, 5.4576719575, 5.9053497942, 5.9053497942, 5.9053497942, 5.9053497942, 4.768518519, 4.768518519, 4.765432099, 4.765432099, 5.376984127, 6.7621527775, 4.089643959, 4.089643959, 4.089643959]"
282,31218,18.533,4343,194574,"[5.2438271605, 5.2438271605, 5.2438271605, 5.2438271605, 5.2438271605, 9.236111111, 9.236111111, 9.62962963, 9.62962963, 9.541666667000001, 5.138888889, 5.756172840666667, 5.756172840666667, 5.756172840666667, 5.756172840666667, 6.770833333, 6.770833333, 6.770833333, 4.8719135803333335, 4.8719135803333335, 4.8719135803333335, 4.8719135803333335, 4.8719135803333335, 4.8719135803333335]"
283,31333,9.708,59126,103713,"[12.438271606666666, 12.70833333, 12.70833333, 12.70833333, 12.70833333, 12.01388889, 10.48611111, 10.645833333999999, 10.645833333999999, 11.35802469, 10.41666667, 11.2101337425, 14.577160493333333, 7.0, 7.0, 3.090277778, 10.97222222, 10.146604939666668, 10.146604939666668, 13.6828703685, 9.074074074, 9.1550925925, 12.22222222, 9.722222222000001]"
284,31334,3.446,12225,159466,"[12.5, 12.5, 12.5, 12.5, 12.5, 12.5, 12.5, 12.5, 16.38888889, 14.1087963, 14.1087963, 11.52777778, 11.52777778, 12.565586418999999, 10.14285714, 10.16666667, 15.55555556, 17.03240741, 11.04166667, 11.04166667, 16.2962963, 19.07407407, 14.02777778, 11.33333333]"
285,31342,5.199,24700,95578,"[12.696726190000001, 9.953491724692308, 11.760405643666667, 10.84807256185714, 12.076802247500003, 13.19537037, 12.293650793375, 12.627527007874999, 12.990368718375002, 9.90694444375, 10.4629629625, 13.707068453, 11.737284135166666, 11.448239195285717, 13.008018128777778, 11.375499969357142, 12.199997243624999, 12.456413505333336, 10.942745744222222, 11.73040819642105, 12.289989268571427, 12.40015771153846, 13.17368201090909, 10.7796355345]"
286,31343,55.888000000000005,95578,190569,"[12.453549383333334, 9.296289407499998, 11.756313131727273, 8.614969136, 11.711159210636366, 13.079166664999999, 11.676681783142858, 11.3857407416, 11.802662037500001, 12.405092594, 9.166666665000001, 13.431532921111108, 13.53904321, 10.797106482499998, 12.759259261999999, 10.808481225083334, 12.21175044057143, 12.078125001, 10.774305554625, 12.201572604333332, 12.048313494545454, 12.013489307416664, 12.548996913333333, 10.681841563222223]"
287,31344,204.114,5434,22422,"[16.38888889, 16.38888889, 19.050925925, 16.66666667, 16.628086420000002, 19.722222223333333, 17.5, 5.1678240739999985, 5.1678240739999985, 10.971404392166667, 16.354166665, 16.43518518666667, 16.43518518666667, 3.99691358, 10.488849064333333, 16.006944445, 18.26388889, 18.24074074, 18.090277774999997, 18.05555556, 18.7037037, 16.805555554999998, 16.805555554999998, 18.88888889]"
288,31345,187.641,4368,24699,"[9.781746033000001, 9.781746033000001, 9.781746033000001, 15.27777778, 15.27777778, 9.362874778, 8.780555554, 6.5211640210000015, 6.2143874645, 13.17558299, 13.17558299, 13.17558299, 13.17558299, 7.9021464649999995, 7.9021464649999995, 7.9021464649999995, 7.9021464649999995, 2.032664609, 11.105847662, 9.074074073833334, 9.3187830705, 2.191358025, 2.191358025, 2.191358025]"
289,31346,77.173,4367,4368,"[22.0, 22.0, 18.49537037, 16.11111111, 17.189322419666667, 1.675925926, 8.931944446, 17.889219577222224, 16.347410177407408, 20.164423296790126, 20.665674604603172, 19.913065841975307, 19.977411478404555, 17.3162878786, 20.93452381010582, 21.886574076666665, 19.90740741, 15.863883174000001, 17.505878894570365, 10.417375284142858, 18.66080247, 17.127700619875, 17.858796296666668, 19.6875]"
290,31364,23.471,26475,30394,"[13.013117285, 13.013117285, 13.013117285, 13.013117285, 11.99074074, 11.99074074, 21.78240741, 13.61111111, 14.89197531, 14.89197531, 11.51234568, 12.58744856, 13.85802469, 17.29166667, 17.29166667, 10.308641975333332, 16.75925926, 16.75925926, 17.40740741, 13.680555555, 16.35802469, 15.279906343333332, 14.645061725000001, 12.741769546666667]"
291,31365,23.085,26476,293851,"[12.777777775, 12.777777775, 12.777777775, 12.777777775, 14.32407407, 14.32407407, 18.64814815, 14.86111111, 13.819444444999998, 13.819444444999998, 10.52083333, 12.951388889999999, 13.64583333, 13.68312757, 13.68312757, 11.061728393333334, 11.94444444, 11.94444444, 15.78703704, 12.222222219999999, 14.68518519, 15.48105577, 15.069444445000002, 13.876543213333333]"
292,31366,26.587,2451,293851,"[11.52777778, 11.52777778, 11.52777778, 11.52777778, 16.33333333, 16.33333333, 20.49074074, 15.55555556, 15.55555556, 15.55555556, 15.55555556, 13.472222219999999, 6.203703704, 14.171810699999998, 14.171810699999998, 14.171810699999998, 14.171810699999998, 7.12962963, 7.12962963, 14.44444444, 16.22222222, 16.93007663, 19.58333333, 16.5]"
293,31367,103.322,26484,26485,"[21.80555556, 21.11111111, 18.61111111, 24.16666667, 21.52777778, 12.77777778, 22.22222222, 21.342592591481484, 19.59104938333333, 21.94444444, 19.077932099999998, 19.077932099999998, 17.592592593333332, 17.592592593333332, 23.54166667, 23.54166667, 26.180555555, 18.21543209888889, 22.22222222, 18.45370370274074, 13.119047619185185, 17.916666665, 20.66358024666667, 22.22222222]"
294,31368,89.315,4439,66929,"[15.83333333, 20.83333333, 21.11111111, 24.16666667, 19.16666667, 12.5617284, 24.16666667, 21.32716049160494, 18.320473250000003, 21.32716049, 17.5520833325, 17.5520833325, 17.68004115, 17.68004115, 23.47222222, 23.47222222, 23.587962965, 18.154320986222224, 21.04938272, 18.283950619333336, 16.989454734444447, 17.800925925, 18.462962963333336, 17.33333333]"
295,31369,291.981,26484,66929,"[17.5, 21.94444444, 19.86111111, 24.16666667, 21.94444444, 12.77777778, 23.19444444, 21.388888887222222, 19.907407406666668, 24.72222222, 19.5023148175, 19.5023148175, 19.52160494, 19.52160494, 25.69444444, 25.69444444, 26.145833335, 19.472222222, 23.33333333, 18.745370369555552, 16.805555555925928, 18.541666665, 21.759259256666667, 19.77777778]"
296,31392,233.669,26518,228875,"[14.722222225, 14.722222225, 14.722222225, 14.722222225, 14.722222225, 14.722222225, 14.722222225, 14.722222225, 14.722222225, 14.722222225, 16.11111111, 16.11111111, 16.11111111, 16.11111111, 16.11111111, 14.6643518525, 13.055555553500001, 15.83333333, 15.83333333, 15.83333333, 15.83333333, 15.83333333, 12.26851852, 12.26851852]"
297,31395,172.929,1057,65527,"[4.798148148, 8.965020575, 3.7025462962500004, 2.930445326333334, 2.930445326333334, 5.4532627864, 7.9932098752, 10.833333334999999, 13.593253968749998, 9.099440586875, 6.340277777499999, 10.02314815, 3.194444444, 8.430134679, 11.967592594500001, 12.22222222, 4.1785968659999995, 7.370370370333333, 9.253472222000001, 9.531249999, 11.504892678000001, 10.694444442000002, 13.88888889, 13.88888889]"
298,31396,142.343,1056,26536,"[11.684317128, 14.39197531, 12.09499007775, 9.328703706, 11.819444443666667, 13.667190256666666, 12.887008102374999, 14.457671955999999, 16.132440475, 11.57552083325, 16.366071429999998, 10.431988536199999, 9.149121041857143, 10.059330908285714, 10.4706790134, 9.535119048199999, 13.129050925, 13.869235656999999, 10.55353009275, 11.271219136, 13.245767196, 10.655606996222224, 13.612727806666667, 8.346175044]"
299,31397,143.357,1056,213517,"[14.527391974999999, 15.339506173333334, 14.878472221500001, 13.042328040000001, 14.057613170000002, 14.512786596714287, 15.05109739388889, 15.340608466, 14.873456791199999, 14.855967076666666, 18.958333335, 13.1933421504, 13.856395213285712, 12.914462080428569, 11.552469134999999, 11.181878308166667, 12.421737211999998, 15.7850217851, 11.5119047624, 14.450617283333335, 12.367630384285714, 13.374807099875, 14.6296296294, 9.701152682857142]"
300,31398,34.916,65162,213517,"[16.667952676666665, 17.12962963, 17.68518518666667, 16.75595238, 16.087448560000002, 15.702160492857145, 14.627914951111112, 15.792989418, 16.246913581999998, 14.944444443999998, 19.798611110000003, 15.1059303362, 15.820165727000003, 13.251028807166664, 11.1790123456, 13.977237654500001, 14.211033950166668, 18.060699588888887, 14.26256614, 15.643518518333332, 12.8779609284, 14.304591049999999, 17.175925923333335, 12.899735449599998]"
301,31399,500.431,65162,65165,"[18.595679013333335, 17.361111115, 18.425925926666668, 17.800925925, 18.11728395, 16.89153439142857, 16.54578189111111, 16.24537037, 17.953703702000002, 16.14814815, 20.63888889, 17.018518518, 17.465277776666667, 13.425925924, 10.3888888884, 16.144290123833333, 16.00033068766667, 18.966049382222224, 18.00925926, 15.814814815, 15.760683761000001, 15.234374999999998, 17.407407406666668, 15.2718253984]"
302,31400,12.305,65165,184342,"[18.867669753333335, 16.545138885, 18.858024689999997, 18.27876984, 18.448216733333332, 17.514329807142854, 17.86217206875, 16.739197530000002, 18.044620811999998, 16.734567900000002, 21.22685185, 17.192901236, 18.04848251, 14.048032407666666, 15.35493827, 14.970614713333333, 16.3387621245, 19.066358025, 18.788580245, 16.672325101666665, 18.73263889, 15.90253665, 17.38940329, 17.5347222225]"
303,31401,138.237,65278,184342,"[19.139660493333334, 15.729166665000001, 19.290123456666667, 18.756613755, 18.77914952, 18.137125221428573, 18.473186728749997, 17.233024691999997, 18.135537918, 17.320987654, 21.814814815, 17.367283952, 18.631687243333335, 14.670138890000002, 15.555555556666667, 14.535108024333335, 16.6771935615, 18.98662551444444, 19.56790123, 17.52983539, 19.0625, 16.5706983025, 17.371399173333334, 17.79513889]"
304,31402,71.687,65278,294631,"[19.751157406666664, 16.37152778, 19.722222220000003, 18.57473545, 19.26440329, 18.22420635, 17.6779513875, 17.24537037, 18.402380951999998, 17.847222224, 22.40277778, 17.263888888000004, 18.81365740833333, 14.592013888333332, 16.03395061666667, 15.381622943000002, 17.050347221666666, 17.1858796288, 19.82638889, 18.317901235, 19.288194445000002, 16.71368634375, 17.346781306666667, 18.37962963]"
305,31403,108.781,294631,294632,"[20.23148148, 17.01388889, 19.885802469999998, 18.392857145, 19.441015089999997, 17.638888888333337, 19.012345679999996, 17.09722222, 18.536507938, 17.824074074000002, 22.699074075, 17.796296296, 19.050925926666668, 14.174933861666666, 16.2654321, 16.03780864166667, 17.013888888500002, 18.1263888886, 19.6875, 18.488940330000002, 19.3287037025, 16.51909722125, 17.743974133333335, 18.57638889]"
